Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
6060e4b2fcfac1bcf5a10350e3d3ef75937f2d4c80790e22f5120450302f1cd2,2020-12,Gwent Police,Gwent Police,-3.051208,51.641836,On or near FARLAYS,W01001497,Torfaen 011A,Investigation complete; no suspect identified
128187db4f6816b3aa7708ff5135adec055db7d3457bc9b1bfa1ed100f67cb40,2020-12,Gwent Police,Gwent Police,-3.034856,51.696712,On or near ST MATTHEW'S ROAD,W01001496,Torfaen 004B,Investigation complete; no suspect identified
f27c5bcefbb4188b5ebe2c069a69b9901c3732dc67f015250ecb6b7ff2c74fe2,2020-12,Gwent Police,Gwent Police,-3.040635,51.665434,On or near YSGOL PLACE,W01001537,Torfaen 007E,Investigation complete; no suspect identified
bc9b63be25185ff535deef661f734a18cd6e6fd7a9a245b57f50c4ed0c8e89de,2020-12,Gwent Police,Gwent Police,-2.992140,51.586683,On or near KINGSWAY,W01001687,Newport 014D,Investigation complete; no suspect identified
9c074b6ae7300daee863d5c69ae660babc3b9cd0088e81073884a9acea922818,2020-12,Gwent Police,Gwent Police,-2.670853,51.643295,On or near MYRTLE PLACE,W01001587,Monmouthshire 008C,Investigation complete; no suspect identified
89f588086e0f1e70b5c6834c11a0d87e9bad7c6dcd9b7af081da03a072e88e1c,2020-12,Gwent Police,Gwent Police,-3.051295,51.712436,On or near HOSPITAL ROAD,W01001531,Torfaen 003D,Investigation complete; no suspect identified
ad83dbb5d9e186aa35d0cf929f803a66b8fedece2a0047757e9632f37dc7200f,2020-12,Gwent Police,Gwent Police,-2.939750,51.596034,On or near Petrol Station,W01001663,Newport 008C,Investigation complete; no suspect identified
256516e4844cca0f07ee6a3e243d5d9606d4b00e4634b4a8c43d23dac1772729,2020-12,Gwent Police,Gwent Police,-3.044238,51.581879,On or near BEAVERS WALK,W01001671,Newport 016D,Investigation complete; no suspect identified
da4c44e742ff1e41b09279766728d5eb5d38794f3eda96965e3dcec0bf00a51e,2020-12,Gwent Police,Gwent Police,-3.147653,51.679390,On or near WILLIAM STREET,W01001359,Caerphilly 006D,Investigation complete; no suspect identified
d33a2b7c9fd6b3dae35bfaec97ad2efa05e6437cc27857e7f50e3f9cdecfc397,2020-12,Gwent Police,Gwent Police,-3.227407,51.584188,On or near ISLWYN DRIVE,W01001371,Caerphilly 022A,Investigation complete; no suspect identified
4abe98ca9fd1520b9cb8a4b54ca593ff141f2f7db6c3ffa8a580ed465e70f465,2020-12,Gwent Police,Gwent Police,-3.205420,51.655936,On or near ST SANNAN ROAD,W01001402,Caerphilly 011B,Investigation complete; no suspect identified
f202adb50c4b7b9810c3580f2771c86514fa1fb5a34c62229bcfceb73c10d4d8,2020-12,Gwent Police,Gwent Police,-3.029682,51.812270,On or near TREM Y FOWLEN,W01001564,Monmouthshire 003D,Investigation complete; no suspect identified
30b821c4580bcb27a4c78a050e7e6503d900d1ac0c4cb7df1b9e6fbfeaef8158,2020-12,Gwent Police,Gwent Police,-3.017765,51.821590,On or near CROSS STREET,W01001579,Monmouthshire 001E,Investigation complete; no suspect identified
cb04f4030d80f533a690f340036672165c6c6f3a7923796267761bfbd70ff424,2020-12,Gwent Police,Gwent Police,-2.943894,51.575877,On or near Supermarket,W01001646,Newport 015E,Investigation complete; no suspect identified
c78e38b4d51b47c42cce46ade9acaaafa30c76aa060d6fa940feb51393cef45b,2020-12,Gwent Police,Gwent Police,-3.224527,51.672939,On or near Sports/Recreation Area,W01001415,Caerphilly 008B,Investigation complete; no suspect identified
9746529af42acd328416c6415dcb67e5b33b1b77dc8c429284d59d0dbeeabf30,2020-12,Gwent Police,Gwent Police,-3.046985,51.715082,On or near WEST HILL ROAD,W01001531,Torfaen 003D,Investigation complete; no suspect identified
08da84432856381ccb6ce7eb7a93b6d9c6bbebc75814ac77f5cdd9aacb992ae9,2020-12,Gwent Police,Gwent Police,-2.761913,51.585472,On or near RHONFA BETJEMAN,W01001598,Monmouthshire 010F,Investigation complete; no suspect identified
8f12bea4dfdb7f54a390846c746ec5b979323a7c09863e3d796518f1ad87ab22,2020-12,Gwent Police,Gwent Police,1.437612,52.455893,On or near CROSS STREET,E01030230,Waveney 013A,Investigation complete; no suspect identified
1f60088bef611e5cbb0834520633f9c337f220dfde4594716c15738bc1802531,2020-12,Gwent Police,Gwent Police,-3.059725,51.576345,On or near PENSIDAN VIEW,W01001635,Newport 016A,Investigation complete; no suspect identified
c5ed259a793194bc69c489298975d304637e16e24169146b5eafddaf80a2d19a,2020-12,Gwent Police,Gwent Police,-2.992140,51.586683,On or near KINGSWAY,W01001687,Newport 014D,Investigation complete; no suspect identified
6ec0d08583f504544564ab152d9485c294088eb52bfa719c49aa5bc25ecc51f0,2020-12,Gwent Police,Gwent Police,-4.065438,51.795127,On or near HEOL DERWEN,W01000712,Carmarthenshire 015D,Investigation complete; no suspect identified
4b594ab558b93025908dda8d98aabc7b5b2eece9be6ca80bdd40b8240e86b848,2020-12,Gwent Police,Gwent Police,-2.987764,51.595235,On or near MORGAN STREET,W01001676,Newport 007B,Investigation complete; no suspect identified
0748e3285b0676864fc2a1aa29141d42bd0f08589a4cc015aebf2eace9aa8535,2020-12,Gwent Police,Gwent Police,-3.129662,51.635892,On or near NEWPORT ROAD,W01001329,Caerphilly 014C,Investigation complete; no suspect identified
8d6a316f29505496131cd0feb1b71db61a7273eeef1f16350c43f6a44155bf94,2020-12,Gwent Police,Gwent Police,-2.757019,51.593210,On or near MAPLE CLOSE,W01001551,Monmouthshire 010C,Investigation complete; no suspect identified
140d385b3ccc34ef8b81cc4864b35018b9fb45c15ee30d37d0fca9d14e3e1de4,2020-12,Gwent Police,Gwent Police,-3.225186,51.585839,On or near Supermarket,W01001371,Caerphilly 022A,Investigation complete; no suspect identified
791d45c2c4b578d5b50e212595a501ab05a9399a2c7947069624aacaec280395,2020-12,Gwent Police,Gwent Police,-3.037712,51.648906,On or near ELAN WALK,W01001526,Torfaen 010B,Investigation complete; no suspect identified
d3f44dccfebd9f3ce660bf750484bd4352aeace278696dbc719d088a9ab878e7,2020-12,Gwent Police,Gwent Police,-3.062397,51.596867,On or near PONTYMASON CLOSE,W01001670,Newport 009B,Investigation complete; no suspect identified
a52c150b91dddc7e7aae71fdc1b7ee1d96d92cb7c1d222619d12a67e50e52ca6,2020-12,Gwent Police,Gwent Police,-2.675023,51.640897,On or near UPPER NELSON STREET,W01001587,Monmouthshire 008C,Investigation complete; no suspect identified
c9e0e8d07278169054596b7840ba64ed084602a03e09340f74a357c2fe5b5097,2020-12,Gwent Police,Gwent Police,-2.688788,51.734758,On or near GREENBANKS,W01001595,Monmouthshire 007F,Investigation complete; no suspect identified
e5321c4849b0f8d5ceab03b80c20b3a9f2fe38839e905a5b23f2a5d94574e7f5,2020-12,Gwent Police,Gwent Police,-2.735371,51.814857,On or near ST VINCENTS DRIVE,W01001553,Monmouthshire 004B,Investigation complete; no suspect identified
773ef741f38c5bf316d9c74720fa6fa6a47d0f8cd609ef0522171ba632d3dd2b,2020-12,Gwent Police,Gwent Police,-3.049663,51.658790,On or near TERN COURT,W01001536,Torfaen 009C,Investigation complete; no suspect identified
2304ea9bbcec5de4071da009a02267197d74929b9b1f4df44eb8383f81cd1def,2020-12,Gwent Police,Gwent Police,-2.781508,51.587663,On or near BUCKLAND CLOSE,W01001582,Monmouthshire 011D,Investigation complete; no suspect identified
95987aaf807ba719aa72d64742cb4aa40e27532f038da1ae42bbbc20b4f7253f,2020-12,Gwent Police,Gwent Police,-3.026190,51.646220,On or near BROADWEIR ROAD,W01001527,Torfaen 010C,Investigation complete; no suspect identified
ce2e4fe140dfbfa99b9e74eb738a53175c37071f11b3978bba48b47167c594f2,2020-12,Gwent Police,Gwent Police,-2.730179,51.589405,On or near ORCHARD GARDENS,W01001578,Monmouthshire 009C,Investigation complete; no suspect identified
e5e9c5d75991d597b5ca59d9e49a4c7364f244ee3cf4045e810bfaccc6aba6ea,2020-12,Gwent Police,Gwent Police,-3.057838,51.579590,On or near BERKLEY ROAD,W01001638,Newport 016C,Investigation complete; no suspect identified
e16e72c0938430bd3ca54834be6e1f95f737b461c3442c57e2dc0c4521cac6af,2020-12,Gwent Police,Gwent Police,-2.989342,51.573516,On or near CARLISLE STREET,W01001659,Newport 018A,Investigation complete; no suspect identified
38954f529fff16bedfd53a853f4e4f6c2be07c28c2b41f5a8445c55f08eaffc7,2020-12,Gwent Police,Gwent Police,-3.220095,51.580092,On or near DOL-Y-FELIN STREET,W01001373,Caerphilly 022C,Investigation complete; no suspect identified
3c0b8dfcfa5b0a80fed1910a09cfae7fd2ccd6b3d39b5d40a071e1a2ded99129,2020-12,Gwent Police,Gwent Police,-3.019924,51.652299,On or near Parking Area,W01001506,Torfaen 010A,Investigation complete; no suspect identified
c0095748f39d715f4e1904fb162fa28e4c53339b9874d1cd972f0d7d5923b9d9,2020-12,Gwent Police,Gwent Police,-3.180881,51.795096,On or near LAKESIDE CLOSE,W01001467,Blaenau Gwent 005D,Investigation complete; no suspect identified
94468f502e2f72fa94d9624f051bc8d5637b9092b0571904f32b5f119096d3d5,2020-12,Gwent Police,Gwent Police,-3.063766,51.724526,On or near EXETER PLACE,W01001486,Torfaen 002E,Investigation complete; no suspect identified
f626d29c4ae7d72b55fa67c475a2b027b298342bb5aa2adffe3bca1f3c0a82c4,2020-12,Gwent Police,Gwent Police,-3.046973,51.706406,On or near GEORGE STREET,W01001540,Torfaen 004E,Investigation complete; no suspect identified
e8a2e42740e3297eb626c9d0afda4c4949d40d7533f15ea07634fe19fc64e366,2020-12,Gwent Police,Gwent Police,-3.134081,51.737643,On or near VICTOR ROAD,W01001455,Blaenau Gwent 008F,Investigation complete; no suspect identified
0e04c9b8c8c3e9b75c78484d7fcf1a8e68ad2d5498c8e3e3dd0bd7818a4c0329,2020-12,Gwent Police,Gwent Police,-3.014976,51.569268,On or near OLD CARDIFF ROAD,W01001634,Newport 019B,Investigation complete; no suspect identified
fdc9c1dfc95fec62dbbe4008fa160ebab97d21ff8418f077ada1db004ebd5351,2020-12,Gwent Police,Gwent Police,-2.983796,51.590664,On or near Petrol Station,W01001692,Newport 011E,Investigation complete; no suspect identified
57c15ea6d4c511a1c93fa622a6abfd3ef34e511c8d0420a71ceed3380726aae1,2020-12,Gwent Police,Gwent Police,-3.286676,51.761886,On or near HIGH STREET,W01001375,Caerphilly 001B,Investigation complete; no suspect identified
f9b09aca9933df12d6a84ff2a60056a5f345292ae380eee2d53a2928cfa2b7a5,2020-12,Gwent Police,Gwent Police,-2.943894,51.575877,On or near Supermarket,W01001646,Newport 015E,Investigation complete; no suspect identified
529413c68923d05380ead25faabd4a331e78af074d8929043c8015614e976d7c,2020-12,Gwent Police,Gwent Police,-3.240961,51.591625,On or near PEN-Y-BRYN,W01001400,Caerphilly 019F,Investigation complete; no suspect identified
22d356fdf93642ac1ec71ffd16690989da40f1becb1d73e81b1f80dae7cfed06,2020-12,Gwent Police,Gwent Police,-3.131411,51.674800,On or near CEFN COURT,W01001381,Caerphilly 010B,Investigation complete; no suspect identified
12ad6a5bd508251433a1fe60443424ddb35857c9cfa60c1b0347281ab5b14c78,2020-12,Gwent Police,Gwent Police,-2.941886,51.572989,On or near QUEENSWAY MEADOWS,W01001649,Newport 004D,Investigation complete; no suspect identified
f2d2c96a59875b3d8b611ea7b264fcfbd51141514a80b943d2fb0c37a4fd3d71,2020-12,Gwent Police,Gwent Police,-3.041453,51.650680,On or near PANDY,W01001503,Torfaen 009B,Investigation complete; no suspect identified
1a75b7172068f8ff4520fb2ebaa602936f93b9ea14d38eed75db88229e323559,2020-12,Gwent Police,Gwent Police,-3.154513,51.572573,On or near Parking Area,W01001419,Caerphilly 021D,Investigation complete; no suspect identified
63ff8984793fa65cf21c62bbb43ee3e2975539184ffe8c1a38836671a5148e67,2020-12,Gwent Police,Gwent Police,-3.067746,51.734893,On or near CROSS STREET,W01001484,Torfaen 002C,Investigation complete; no suspect identified
0634c2dddf6862967de7aadb9a62a6818fe68ba8ece100e314766b9599162393,2020-12,Gwent Police,Gwent Police,-3.289044,51.764153,On or near B4257,W01001375,Caerphilly 001B,Investigation complete; no suspect identified
9ed58e5eb909dbaed4facd66a02b47a26e962828f30dc08c493a0dbdf89a4c0d,2020-12,Gwent Police,Gwent Police,-3.136842,51.729335,On or near GLAN EBBW TERRACE,W01001436,Blaenau Gwent 008B,Investigation complete; no suspect identified
6bd8bbe824a6dcc1f5dc5b4f74e42add4682ff7e7e6970883d160a083ae57fde,2020-12,Gwent Police,Gwent Police,-3.008958,51.565957,On or near Pedestrian Subway,W01001633,Newport 019A,Investigation complete; no suspect identified
e1deeda39a0290d1784e7e969e016a44b27bef12bb61d87e5c724bb12f9937cd,2020-12,Gwent Police,Gwent Police,-3.152353,51.769888,On or near Park/Open Space,W01001444,Blaenau Gwent 005B,Investigation complete; no suspect identified
9f235d27873d4bb6232ce3179cdf4bf706ebe0a5e48c48079c19efd5478589c5,2020-12,Gwent Police,Gwent Police,-2.755890,51.588721,On or near NEWPORT ROAD,W01001589,Monmouthshire 010E,Investigation complete; no suspect identified
83b05fa0e57c1a1ad59ada8b4b57b62968379a774c83789f6da1717c053e93df,2020-12,Gwent Police,Gwent Police,-2.913261,51.591154,On or near ROUTS VIEW,W01001649,Newport 004D,Investigation complete; no suspect identified
6ba71af41945c7021ea4728c92090113e6b359bb1a59caefc917f340b4d0bb52,2020-12,Gwent Police,Gwent Police,-2.668365,51.622530,On or near Supermarket,W01001592,Monmouthshire 008D,Investigation complete; no suspect identified
2aa9fd11eef94160f148971a757c1b060921baf2830b543e7f659b6a9f9e3574,2020-12,Gwent Police,Gwent Police,-3.020615,51.572358,On or near MARLOWE GARDENS,W01001632,Newport 017D,Investigation complete; no suspect identified
e4598fb1dffe490acd5a2f459dd27f735e0cad72654027ffc41cb6ad0558fba3,2020-12,Gwent Police,Gwent Police,-3.036526,51.661532,On or near HILLTOP GREEN,W01001539,Torfaen 009E,Investigation complete; no suspect identified
9fbb80ea047d8bd263d282cd549402d6fb522147e3afee27f9e324e60415172b,2020-12,Gwent Police,Gwent Police,-3.183534,51.654855,On or near LLANARTH ROAD,W01001403,Caerphilly 011C,Investigation complete; no suspect identified
995c69a9352464d5289eaba139338f102c93b5481358b67b972ae3acb1230056,2020-12,Gwent Police,Gwent Police,-3.290191,51.764742,On or near QUEEN'S CRESCENT,W01001429,Caerphilly 001F,Investigation complete; no suspect identified
cb263828e0f2b89a743f70b6df62ea4bbd43f6d645da10b75c8597abd4ad8535,2020-12,Gwent Police,Gwent Police,-2.992140,51.586683,On or near KINGSWAY,W01001687,Newport 014D,Investigation complete; no suspect identified
af9e15a4bcbf6908081fcc3dfe8de50ded39de6660b35909d05cc01f2e9b0c80,2020-12,Gwent Police,Gwent Police,,,No location,,,Investigation complete; no suspect identified
4fa0d43062f8c5274edd99d56dc20baea4b2f4590ed5f24b6cd12e63398fb4b6,2020-12,Gwent Police,Gwent Police,-2.981244,51.598167,On or near CAERLEON ROAD,W01001680,Newport 007E,Investigation complete; no suspect identified
dab7975c1722825754f4a42f5b3d1a114dc966fd1a7045a040691be40a612f72,2020-12,Gwent Police,Gwent Police,-2.941761,51.585785,On or near SULLIVAN CIRCLE,W01001668,Newport 010D,Investigation complete; no suspect identified
80cd98322938e66d7d8fb7f715e7552d13df16cfcbaebf6958cbd421921a9f47,2020-12,Gwent Police,Gwent Police,-3.028490,51.816615,On or near Supermarket,W01001564,Monmouthshire 003D,Investigation complete; no suspect identified
2af0708924f7c68574974b7dabffeee52e9865abd88c0e39aed02d12e3c54d2a,2020-12,Gwent Police,Gwent Police,-3.025013,51.824468,On or near COMMERCIAL STREET,W01001557,Monmouthshire 001C,Investigation complete; no suspect identified
0e1fcc841ff055bfbb00fca01d4135ce43f614d67d6c7a6853ee921312b67e02,2020-12,Gwent Police,Gwent Police,-3.011928,51.568440,On or near MAESGLAS ROAD,W01001633,Newport 019A,Investigation complete; no suspect identified
5636f064667eca9b65943ad66455186f5c085e742505f97ac410d882c476f760,2020-12,Gwent Police,Gwent Police,-2.968241,51.582800,On or near CROMWELL ROAD,W01001643,Newport 013B,Investigation complete; no suspect identified
54c183f39b2ce0e2180f16212e435c1da6d4cfe38ea655c42ce36875247e91a5,2020-12,Gwent Police,Gwent Police,-3.233198,51.574155,On or near LON FACH,W01001423,Caerphilly 024B,Investigation complete; no suspect identified
4e8413b4695418ef53772a92bb71090d062a9a5d95f0519d4f75f424c52f5039,2020-12,Gwent Police,Gwent Police,-3.008434,51.570305,On or near BIDEFORD CLOSE,W01001633,Newport 019A,Investigation complete; no suspect identified
612143a834288ddee0f985b3c2732e02d640f7caeb6b2997e6c3a50455c7fc72,2020-12,Gwent Police,Gwent Police,-2.970502,51.583231,On or near KEENE STREET,W01001644,Newport 013C,Investigation complete; no suspect identified
818526727163d0da8e063da9f62d7a7a6ad4eab36154d295b14e582caccd4557,2020-12,Gwent Police,Gwent Police,-3.194369,51.589681,On or near NEWPORT ROAD,W01001344,Caerphilly 020C,Investigation complete; no suspect identified
4e5513a40189f223c681f32d6606e98366dc96cfe0bf49f8286bac6de13fe9fc,2020-12,Gwent Police,Gwent Police,-2.717589,51.805949,On or near Petrol Station,W01001577,Monmouthshire 004E,Investigation complete; no suspect identified
a137a8fbd87fb7e2372e0d27bf46ef4d21c53ab06ab466f77524fff0ccd6def9,2020-12,Gwent Police,Gwent Police,-2.933608,51.597836,On or near ANSON GREEN,W01001663,Newport 008C,Investigation complete; no suspect identified
f6e12ccddb79797d2be2af556b01b535fa03a1f243b1795d6ab6e7d7d131e293,2020-12,Gwent Police,Gwent Police,-3.231072,51.483701,On or near RIVERSIDE TERRACE,W01001706,Cardiff 041B,Investigation complete; no suspect identified
fc023f6797c9f79b61a03ef849c67706063a55ee422dd9e91009d9e73a51808f,2020-12,Gwent Police,Gwent Police,-3.066113,51.742406,On or near GWYN CRESCENT,W01001482,Torfaen 002A,Investigation complete; no suspect identified
37366686a132d9eb3f875a598e1c8abb2ee9eb5ef0e5f5dbb6cd9bf5acdf114e,2020-12,Gwent Police,Gwent Police,-3.232326,51.645928,On or near OLD SCHOOL GRANGE,W01001365,Caerphilly 012C,Investigation complete; no suspect identified
b6d31176a8c609a935b617498a0ce08e000cdeff6cb5ce42a255c14d83ed4f95,2020-12,Gwent Police,Gwent Police,-3.229546,51.664974,On or near Supermarket,W01001415,Caerphilly 008B,Investigation complete; no suspect identified
c3410caf2c4c05133dc497cdb0ccfc87b536af7d5a75c6a43c44ada074a329c5,2020-12,Gwent Police,Gwent Police,-3.002275,51.583503,On or near YORK PLACE,W01001687,Newport 014D,Investigation complete; no suspect identified
8e3363efb48dd15592fac4a3ed9399c8ae4c609bd0ebc4a46036cdf4a48d77a6,2020-12,Gwent Police,Gwent Police,-3.041413,51.702490,On or near Shopping Area,W01001524,Torfaen 004D,Investigation complete; no suspect identified
208c13a3447704235414ab2da46e67482d71ce13e5c3877fbb1a1e5a2d86a150,2020-12,Gwent Police,Gwent Police,-2.984995,51.600006,On or near FILEY ROAD,W01001677,Newport 007C,Investigation complete; no suspect identified
c1083551996267ba044be282e497e3bc68c770a46803d1c95f7b9292a56806d5,2020-12,Gwent Police,Gwent Police,-3.196221,51.653027,On or near THE GROVE,W01001405,Caerphilly 011E,Investigation complete; no suspect identified
b4c6f81f0be253a245aee4e1185e8414ad4a618163304c54946858beed6319fb,2020-12,Gwent Police,Gwent Police,-3.234383,51.655671,On or near DERWENDEG AVENUE,W01001363,Caerphilly 012A,Investigation complete; no suspect identified
ba21f25a0e1e7d90f56d88464d58e3388b1eb12424e8ae3954f5a45b19b9fdd0,2020-12,Gwent Police,Gwent Police,-2.994307,51.570902,On or near Sports/Recreation Area,W01001660,Newport 018B,Investigation complete; no suspect identified
82abe83c5fa31094375b9c31f6859f074641d889aafcf7dba40a3d126dd03a5f,2020-12,Gwent Police,Gwent Police,-3.074073,51.836150,On or near Parking Area,W01001564,Monmouthshire 003D,Investigation complete; no suspect identified
c77046bdcf499f3803b79c138b7b743ad3ae5edbe0864bc28b74e1ce4019f33d,2020-12,Gwent Police,Gwent Police,-3.246189,51.581697,On or near CARMARTHEN COURT,W01001394,Caerphilly 023B,Investigation complete; no suspect identified
506524532cd5049637f8b88fb1f48ffd1f85da67a50caf3007a90996074dd28e,2020-12,Gwent Police,Gwent Police,-3.043345,51.705961,On or near CLOS AFON LLWYD,W01001524,Torfaen 004D,Investigation complete; no suspect identified
6cf37bf420cfbb144293b06cc58f108f2980c39f309cad1bcd147c62929b2f3b,2020-12,Gwent Police,Gwent Police,-3.216316,51.574754,On or near EAST VIEW,W01001425,Caerphilly 024D,Investigation complete; no suspect identified
964c25160e496220b7a403ced66c45aff9b382f11b32544ae8e5a9ff0d09dc70,2020-12,Gwent Police,Gwent Police,-2.995986,51.583710,On or near VICTORIA ROAD,W01001687,Newport 014D,Investigation complete; no suspect identified
4c3b414599a2de2b6d09dc8cb714e8b831dd62246ffcd0df094b38e25acfb3c9,2020-12,Gwent Police,Gwent Police,-3.012724,51.583495,On or near OMBERSLEY LANE,W01001605,Newport 014A,Investigation complete; no suspect identified
2b64d10c7d085aefb7d75c6e079403349000e4d2da15730b1ede75420e77d3bb,2020-12,Gwent Police,Gwent Police,-3.013540,51.571502,On or near CARDIFF ROAD,W01001629,Newport 017A,Investigation complete; no suspect identified
1cc7a08370441855c01b63c293682dccce065b7da40aa5ef9b1fe20094fcd075,2020-12,Gwent Police,Gwent Police,-3.239976,51.768331,On or near Parking Area,W01001463,Blaenau Gwent 006B,Investigation complete; no suspect identified
e7c7cc30915b0ad24256110bc4118f44c17d6fae6b9ff5b4464712547891b8a3,2020-12,Gwent Police,Gwent Police,-3.177249,51.798747,On or near ORCHARD STREET,W01001449,Blaenau Gwent 002D,Investigation complete; no suspect identified
7bde3abff7120944ea6c8a4d616cd0375e17e2dd92346eb919370d9f6d1d98be,2020-12,Gwent Police,Gwent Police,-3.035025,51.714271,On or near RIDGEWAY,W01001525,Torfaen 003A,Investigation complete; no suspect identified
521d5f224c3efef4f3eb3c55a8d0653737060100ab630c4ea5117700369b3b03,2020-12,Gwent Police,Gwent Police,-3.239679,51.785490,On or near RHOSLAN,W01001473,Blaenau Gwent 003B,Investigation complete; no suspect identified
cd393ec7d5473c481e41541f8f675aa3c5f8f439891396e2d9bfa7bef3eec36e,2020-12,Gwent Police,Gwent Police,-3.070194,51.835376,On or near A40,W01001564,Monmouthshire 003D,Investigation complete; no suspect identified
b8f986021d1db58b1dde6602954e7d087e96539fcd8696e1962ee6b6f76cc5ed,2020-12,Gwent Police,Gwent Police,-3.214644,51.805002,On or near RESERVOIR ROAD,W01001470,Blaenau Gwent 001D,Investigation complete; no suspect identified
22bfba132753f079fd3659d38bb21b965c3bc8a3121b0c635cd7e7a4b9a7036e,2020-12,Gwent Police,Gwent Police,-3.009412,51.574064,On or near Petrol Station,W01001629,Newport 017A,Investigation complete; no suspect identified
8b92837e9a2d9110911e2e4d0f82427b17bd4f21b64a1230de6214dc7682c3e4,2020-12,Gwent Police,Gwent Police,-2.931099,51.593756,On or near Sports/Recreation Area,W01001664,Newport 010A,Investigation complete; no suspect identified
35c1ca4b7c3243ea528b5105b33eae40217e28b6fadb97c55cd9913e6b7de1b6,2020-12,Gwent Police,Gwent Police,-3.037690,51.578925,On or near PARK VIEW,W01001671,Newport 016D,Investigation complete; no suspect identified
93ab16e2e64265fea9d00838035b13620baff2c4c8f79399e0d6c1aeae51f418,2020-12,Gwent Police,Gwent Police,-3.017648,51.822176,On or near Theatre/Concert Hall,W01001579,Monmouthshire 001E,Investigation complete; no suspect identified
79e2264bfc27ec059c0e408b6d9bc21100263dc9263f487f84d3d5e322511e55,2020-12,Gwent Police,Gwent Police,-3.011896,51.827728,On or near WOODLAND ROAD,W01001580,Monmouthshire 002E,Investigation complete; no suspect identified
d26ebae6a64582ac3d7a33e35881cbbbb6170b9b49f4f32d64ee4993e022fab8,2020-12,Gwent Police,Gwent Police,-2.676902,51.633163,On or near ST TECLA ROAD,W01001559,Monmouthshire 008A,Investigation complete; no suspect identified
b4cb2b49dd0c30c3beb8c862e00fda540f389035e88c0336a3473d898522facd,2020-12,Gwent Police,Gwent Police,-3.030507,51.568872,On or near Sports/Recreation Area,W01001632,Newport 017D,Investigation complete; no suspect identified
5026b2e230b0869b87e97923dc8e02be1298c9b1065ea35f0650048a8c8f569d,2020-12,Gwent Police,Gwent Police,-3.194739,51.451832,On or near PENARTH ROAD,W01001104,The Vale of Glamorgan 004E,Investigation complete; no suspect identified
fee656b4cb94fa09286b8055c0e634b4d9b358ab0385804eba71e840f3fa8cf6,2020-12,Gwent Police,Gwent Police,-3.080914,51.772105,On or near TON-MAWR STREET,W01001487,Torfaen 001A,Investigation complete; no suspect identified
2a18ecaa32b9581161f4042e4a81ffa394559bf94fc78d859ed08de5971e48b5,2020-12,Gwent Police,Gwent Police,-2.991793,51.572740,On or near ALICE STREET,W01001660,Newport 018B,Investigation complete; no suspect identified
9f7675c5a628559a36f675ebb7d67c0b24357bb28eda4fa772c0904066023147,2020-12,Gwent Police,Gwent Police,-3.166040,51.785282,On or near BEACON VIEW,W01001468,Blaenau Gwent 005E,Investigation complete; no suspect identified
a4a6e605955aead6638ebc2ce00d5057dae4bba05d05882469be10c376c3dd3c,2020-12,Gwent Police,Gwent Police,-2.674210,51.639688,On or near RIVER VIEW,W01001587,Monmouthshire 008C,Investigation complete; no suspect identified
ad35b36e52209132bcdbc84804f7f4705c76f43f52b889022f95b19f6328f0a8,2020-12,Gwent Police,Gwent Police,-2.773067,51.587000,On or near YEW TREE RISE,W01001582,Monmouthshire 011D,Investigation complete; no suspect identified
ff8bb22eabcb86b9ee3e79ccbac96c636b8a5cb855571228c7abf11b1e6fb4ad,2020-12,Gwent Police,Gwent Police,-3.203656,51.782933,On or near PRINCES COURT,W01001456,Blaenau Gwent 004C,Investigation complete; no suspect identified
f1401d8a2fe7572ae5e8b1edbb08dc49b99dd7c505997f77bffa1925c2e53550,2020-12,Gwent Police,Gwent Police,-3.083257,51.773117,On or near GEORGE STREET,W01001489,Torfaen 001C,Investigation complete; no suspect identified
ed3ead1dc04f7814572e963cf9df312106c801befcda5887a6428205efb06612,2020-12,Gwent Police,Gwent Police,-3.032281,51.705664,On or near PARK CRESCENT,W01001525,Torfaen 003A,Investigation complete; no suspect identified
67d762c97d8a29553f5d835a7625702077f80e08fa9805391aaf27f032cab7a6,2020-12,Gwent Police,Gwent Police,-3.232197,51.760455,On or near POCHIN CRESCENT,W01001478,Blaenau Gwent 006C,Investigation complete; no suspect identified
4d3af80d8b213bf818be1a1f7ffada749aaf0ff1b3fa81411e569ab63f3f4c19,2020-12,Gwent Police,Gwent Police,-3.206821,51.773846,On or near ALEXANDRA STREET,W01001460,Blaenau Gwent 007E,Investigation complete; no suspect identified
5f37da7af4bb88dce1ae7e2cd1fc46e94ae7005c6ab4599d3294a2222a710856,2020-12,Gwent Police,Gwent Police,-3.025042,51.644657,On or near Petrol Station,W01001527,Torfaen 010C,Investigation complete; no suspect identified
16229b534d40ff1cadb5c011954dbb9fe0977e7e9a15ef70efc95c7ad8ab75a7,2020-12,Gwent Police,Gwent Police,-3.146621,51.674050,On or near LLANARTH ROAD,W01001356,Caerphilly 006A,Investigation complete; no suspect identified
0eb8c16591fcd7a3c3efcae96867cc40fa7c57ec30fe0abba21d6f8c08030b08,2020-12,Gwent Police,Gwent Police,-2.749058,51.595446,On or near TAFF ROAD,W01001543,Monmouthshire 009B,Investigation complete; no suspect identified
