Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
dd0fd41968f1c544ae63d80bf3277459a0ab95f7ee0502ec75067edf3b3b82bd,2020-10,Humberside Police,Humberside Police,-0.362548,53.762727,On or near GODDARD AVENUE,E01012866,Kingston upon Hull 018D,Investigation complete; no suspect identified
2ba4f92ae6db63a7237b0a10f5c9b635a0d8c9ed896406b498ed48b7a790937e,2020-10,Humberside Police,Humberside Police,-0.272733,53.762411,On or near DALBY GROVE,E01012844,Kingston upon Hull 017B,Investigation complete; no suspect identified
3df8694356d242beeb62ebaafabec0d405eecad835c88a084fcd1fb3b226056b,2020-10,Humberside Police,Humberside Police,-0.333646,53.742831,On or near SILVER STREET,E01033104,Kingston upon Hull 029E,Investigation complete; no suspect identified
7e912d493795d11911e175aeee6e50508ab84943713395b507b1525ad674f20b,2020-10,Humberside Police,Humberside Police,-0.052315,53.570634,On or near Supermarket,E01013201,North East Lincolnshire 005C,Investigation complete; no suspect identified
4a701bfb2736df637d56311fa726fa107a68871a38638cc6f4eafe260d3bfe74,2020-10,Humberside Police,Humberside Police,-0.457913,53.732036,On or near JENNY BROUGH MEADOWS,E01013012,East Riding of Yorkshire 036D,Investigation complete; no suspect identified
4c64252d45dd1ebafd3b610c070b7850335f1cccd60106722572a27be1065991,2020-10,Humberside Police,Humberside Police,-0.189656,54.081989,On or near CROSS STREET,E01012948,East Riding of Yorkshire 005C,Investigation complete; no suspect identified
7cff3efba464330525868de4363091a08bde51dc2ce297f954e5b8bd9427766a,2020-10,Humberside Police,Humberside Police,-0.277679,53.764280,On or near Petrol Station,E01012827,Kingston upon Hull 011D,Investigation complete; no suspect identified
58e882306044f5d7f033523bd77f97656e7fa6ee34c7faf5610dc4499f92272c,2020-10,Humberside Police,Humberside Police,-1.054401,53.692520,On or near HIGH MEADOW,E01013075,East Riding of Yorkshire 042C,Investigation complete; no suspect identified
b721b9fd4c9802838829c3bee2b6fc40d2a05b096c5b731f84dbafcd9ba6af5c,2020-10,Humberside Police,Humberside Police,-0.457913,53.732036,On or near JENNY BROUGH MEADOWS,E01013012,East Riding of Yorkshire 036D,Investigation complete; no suspect identified
97e907c0bb5de1f5520d19cdd05866a725428e5e1e8d191a449c0cb8f26e0bc0,2020-10,Humberside Police,Humberside Police,-0.663763,53.561669,On or near KEELBY ROAD,E01013282,North Lincolnshire 017C,Investigation complete; no suspect identified
6dbc9acc91953fa07b2ac98fbaab4d9395edf6041cdc0d2de9b661d9ef565efe,2020-10,Humberside Police,Humberside Police,-0.095010,53.564930,On or near HUME STREET,E01013221,North East Lincolnshire 003D,Investigation complete; no suspect identified
6c0106d940474bc8c87add4c8cc66a446be0e5a92206d5781474b31943707901,2020-10,Humberside Police,Humberside Police,-0.613958,53.563404,On or near GADWALL WAY,E01013240,North Lincolnshire 015B,Investigation complete; no suspect identified
971650c15ef30bb4bf77c97dfa4d2b056ded6869279e10a4c51f5f4c591678a0,2020-10,Humberside Police,Humberside Police,-0.546980,53.733688,On or near BROOKSIDE,E01013092,East Riding of Yorkshire 032F,Investigation complete; no suspect identified
83815e639370973a3401209af8fc111c0c45f614596ff6639f128f18619f320f,2020-10,Humberside Police,Humberside Police,-0.253856,53.777140,On or near MOUNT VERNON,E01012835,Kingston upon Hull 009B,Investigation complete; no suspect identified
6c19a7cdec0ef8e6964e5e48abf530ce3082bf1ac1f840557adb25ea027df93c,2020-10,Humberside Police,Humberside Police,-0.253856,53.777140,On or near MOUNT VERNON,E01012835,Kingston upon Hull 009B,Investigation complete; no suspect identified
46b6e50390e01b21011308fe706348925be36ae4bfa4964d27ed9b817c619d53,2020-10,Humberside Police,Humberside Police,0.035747,53.728549,On or near QUEEN STREET,E01013083,East Riding of Yorkshire 039C,Investigation complete; no suspect identified
bdbb7d253f476e4edf09ec901f10199b68701582c479abdd6d61057a67710231,2020-10,Humberside Police,Humberside Police,-0.184575,53.595854,On or near A180,E01013173,North East Lincolnshire 007A,Investigation complete; no suspect identified
894d42c5ad193b6f67cf7d81378835c38c25928fe050dbf6cd3de0505a7b6546,2020-10,Humberside Police,Humberside Police,-0.427365,53.841269,On or near Shopping Area,E01013062,East Riding of Yorkshire 019E,Investigation complete; no suspect identified
d12456fed161c03f3eabb75f668a26996b5f48fcf80d89e741efc587de0d7f2a,2020-10,Humberside Police,Humberside Police,-0.111179,53.545014,On or near CROWLE DRIVE,E01013210,North East Lincolnshire 019E,Investigation complete; no suspect identified
660e40ab5626cf7926545c864a68551676a52ad6d2f217978d74a0131af743b3,2020-10,Humberside Police,Humberside Police,-0.358953,53.755721,On or near PRINCES AVENUE,E01012763,Kingston upon Hull 018C,Investigation complete; no suspect identified
5e9752c71b72a6b4f6ee1cf424dc4a9ec86b04aaa8893f3cfdbb5eb5b8a697e7,2020-10,Humberside Police,Humberside Police,-0.036546,53.548495,On or near LYNTON RISE,E01013134,North East Lincolnshire 014D,Investigation complete; no suspect identified
270feca16371a8750d736591f4b1757a21a33fcf4596aa64188fcf1be54c42a4,2020-10,Humberside Police,Humberside Police,-0.657010,53.985844,On or near THE CRESCENT,E01013125,East Riding of Yorkshire 008E,Investigation complete; no suspect identified
2cc11ae9c8a466ae2c114301e44c6f5c6edb9056cad5db19593b327017148f32,2020-10,Humberside Police,Humberside Police,-0.036546,53.548495,On or near LYNTON RISE,E01013134,North East Lincolnshire 014D,Investigation complete; no suspect identified
04a9555118ec46fb6a5322abafbdb3ce88623cf77ece84d1bc60e2bc3df29a24,2020-10,Humberside Police,Humberside Police,-0.646632,53.592246,On or near Shopping Area,E01013330,North Lincolnshire 008D,Investigation complete; no suspect identified
5c3995bd2a43ab8def009b1b0e0ed5fbb05c6a2bc70b9287a5fcf93d77eacf40,2020-10,Humberside Police,Humberside Police,-0.645353,53.594452,On or near Parking Area,E01013331,North Lincolnshire 007D,Investigation complete; no suspect identified
c84021b7ace29076d68dfbbd0a9e40b33ae58cc59a8de3dea1beff699bbdf5b0,2020-10,Humberside Police,Humberside Police,-0.466424,53.562997,On or near BRIGG ROAD,E01013269,North Lincolnshire 011C,Investigation complete; no suspect identified
a34d3b76ae6566d1af1fc39992cbe9df330f2538d8f32b37bd4da5896c301195,2020-10,Humberside Police,Humberside Police,-0.493710,53.553168,On or near Supermarket,E01013272,North Lincolnshire 011E,Investigation complete; no suspect identified
108d36346d0b79a8d0d0d8b0760bd94bab0d0cce24830d302ea108e46bf5b912,2020-10,Humberside Police,Humberside Police,-0.108005,53.511602,On or near LYTHAM DRIVE,E01013214,North East Lincolnshire 023B,Investigation complete; no suspect identified
928b1cfe9e919de9a8f3eeb565c0936f71b4bd61997b6b85c5ced2bdfb04038f,2020-10,Humberside Police,Humberside Police,-0.315810,53.778566,On or near WAREHAM CLOSE,E01012906,Kingston upon Hull 004E,Investigation complete; no suspect identified
4637a0da8a0bb7a29ca3a3bda6d44587f4ae808c517b09d2f56471404edf2ba6,2020-10,Humberside Police,Humberside Police,-0.335099,53.754798,On or near WESTMORELAND STREET,E01012856,Kingston upon Hull 024C,Investigation complete; no suspect identified
fccbe0c27b4ba80bc89f382ee585327e84b1d38b145904677c968f5065413bd4,2020-10,Humberside Police,Humberside Police,-0.253856,53.777140,On or near MOUNT VERNON,E01012835,Kingston upon Hull 009B,Investigation complete; no suspect identified
ff083b8675e3b22ad97bd57d0f5baa3b9cf7bccf5fe77bf6922ace70544a1429,2020-10,Humberside Police,Humberside Police,-0.420965,53.844133,On or near CHERRY TREE LANE,E01013038,East Riding of Yorkshire 017A,Investigation complete; no suspect identified
2d580844ab17c81aaef5e943c3bc853d392750bc414878fa505f29d7c5b653ab,2020-10,Humberside Police,Humberside Police,-0.391332,53.787603,On or near DANEPARK ROAD,E01012877,Kingston upon Hull 003C,Investigation complete; no suspect identified
eed7b4475335bfe1990dc351d06407ab759356b715923411a392c29a9d3b6ecf,2020-10,Humberside Police,Humberside Police,-0.591839,53.772669,On or near THE LEA,E01012968,East Riding of Yorkshire 024D,Investigation complete; no suspect identified
dd6c8e18aa8a4ee60bad310e611c4693ccff8801a8cf12640dbdf7b5a971344f,2020-10,Humberside Police,Humberside Police,-0.375837,53.737972,On or near EDINBURGH STREET,E01033110,Kingston upon Hull 031G,Investigation complete; no suspect identified
51da970961dc83a010db441e02a4d22dfa86c48f69fef809ca65acdecd624f80,2020-10,Humberside Police,Humberside Police,-0.438603,54.007196,On or near CRANWELL STREET,E01012982,East Riding of Yorkshire 045D,Investigation complete; no suspect identified
2a4b0feaa79182bb914740d2728803d550f15fe82244330d9a3a3903456a988e,2020-10,Humberside Police,Humberside Police,-0.680256,53.571677,On or near ST ALBANS CLOSE,E01013278,North Lincolnshire 016A,Investigation complete; no suspect identified
90e2e2bd32340f9165571b8778e9f905da86e50c7275fc7e423deae38e0fffa9,2020-10,Humberside Police,Humberside Police,-0.344303,53.802676,On or near BOWMONT WAY,E01033108,Kingston upon Hull 001I,Investigation complete; no suspect identified
bff604f8cde7827d7a6fa987e40cd560a1a18c9d0f061644edd0e7239e821d8c,2020-10,Humberside Police,Humberside Police,-0.409420,53.749237,On or near LAUREL CLOSE,E01013104,East Riding of Yorkshire 043D,Investigation complete; no suspect identified
d4fcc9c7849e8ede742f6b1d26fa2b66756b176a9e1dc7c4fb5448937e2b8890,2020-10,Humberside Police,Humberside Police,-0.174410,53.900054,On or near RAWSON WAY,E01013050,East Riding of Yorkshire 012D,Investigation complete; no suspect identified
b0286a8acbc12debe01b86cdbb1371a1f284ccf8a6229c05d5ff5940be7e506d,2020-10,Humberside Police,Humberside Police,-0.635502,53.565800,On or near CAMBRIDGE ROAD,E01013238,North Lincolnshire 015A,Investigation complete; no suspect identified
38652dc379e5d5a3d2729c1d990332d2ff5d10698ef3fa5be8b6e80b992e04f6,2020-10,Humberside Police,Humberside Police,-0.635502,53.565800,On or near CAMBRIDGE ROAD,E01013238,North Lincolnshire 015A,Investigation complete; no suspect identified
99c9cb34aeeb606ff3a817772fdacaebf78fac976ec298f46788b41b5a30e783,2020-10,Humberside Police,Humberside Police,-0.373347,53.734136,On or near CANOPIAS CLOSE,E01012889,Kingston upon Hull 030B,Investigation complete; no suspect identified
172754aee42fe5f7df8b137daf767fc6ca3debdaa246c7c96ff94909ace96d80,2020-10,Humberside Police,Humberside Police,-0.373347,53.734136,On or near CANOPIAS CLOSE,E01012889,Kingston upon Hull 030B,Investigation complete; no suspect identified
a94ab45187aa555a29920bed9ac59c9d196e4c18e75a913f9cada052ebad23fd,2020-10,Humberside Police,Humberside Police,-0.325135,53.762381,On or near MAURICE AVENUE,E01012804,Kingston upon Hull 016A,Investigation complete; no suspect identified
67ab9c987b2462c29862fd096f5cad3b0034160b92945e6dc994a6a33e57e5bc,2020-10,Humberside Police,Humberside Police,-0.425742,53.838326,On or near LONG LANE,E01013041,East Riding of Yorkshire 019D,Investigation complete; no suspect identified
8061dc0205e153c5cb305130698fa80615c91c3dbb027076ddb8a14b6d4eae52,2020-10,Humberside Police,Humberside Police,-0.361581,53.739252,On or near GEE STREET,E01012891,Kingston upon Hull 030C,Investigation complete; no suspect identified
864019d298703928bac59bfc63c945cd60a2708bf1dc8cddbdb91b3e67d7fc37,2020-10,Humberside Police,Humberside Police,-0.343648,53.742988,On or near Parking Area,E01033104,Kingston upon Hull 029E,Investigation complete; no suspect identified
5440207a038c4c895051c8b625d2239b32871d7c46b198f6a1ddc47e4ff5b85e,2020-10,Humberside Police,Humberside Police,-0.330564,53.785002,On or near BISLEY GROVE,E01012789,Kingston upon Hull 002F,Investigation complete; no suspect identified
9f9506d5d0f56cefef0916576cf17d690fa265d436cb6fbf13046b812485cc03,2020-10,Humberside Police,Humberside Police,-0.070558,53.554074,On or near RESPONSO AVENUE,E01013164,North East Lincolnshire 012D,Investigation complete; no suspect identified
81587fdd74f948dedcd7fde4799cda89622a077e4f107585e56799c1c534a67c,2020-10,Humberside Police,Humberside Police,-0.333200,53.787052,On or near WENSLEYDALE,E01012830,Kingston upon Hull 006B,Investigation complete; no suspect identified
0951115d94e683cb951af4ab952c5d1854b1c1defe721f4bd7c60b64f698e0d3,2020-10,Humberside Police,Humberside Police,-0.384746,53.767002,On or near ANCASTER AVENUE,E01012794,Kingston upon Hull 014D,Investigation complete; no suspect identified
e470dc34ca1ae5712de3a55a50b39dbb430216463900999f8d9ae806f6599bba,2020-10,Humberside Police,Humberside Police,-0.381944,53.740428,On or near HAWTHORN AVENUE,E01033110,Kingston upon Hull 031G,Investigation complete; no suspect identified
83322c21f2d40f16a3a3efa3690ac79efd5a86b293ec2fa6463639e271d22e67,2020-10,Humberside Police,Humberside Police,-0.381944,53.740428,On or near HAWTHORN AVENUE,E01033110,Kingston upon Hull 031G,Investigation complete; no suspect identified
d82a59687500b5b9057a61f5f8f3ebdf0d7694cebe3a8c23863be3b2f6348ab8,2020-10,Humberside Police,Humberside Police,-0.268291,53.761618,On or near MICKLEY GROVE,E01012844,Kingston upon Hull 017B,Investigation complete; no suspect identified
8c2cac82d5ce4d2f045e9f68dd36b1a3a78739ba2a817d28bdde1b8d231b2af9,2020-10,Humberside Police,Humberside Police,-0.018270,53.682367,On or near WESTFIELD,E01013086,East Riding of Yorkshire 039E,Investigation complete; no suspect identified
c1609f818909a77deca161e3714152ee5c00ffc08e3ac05f1f1867cb1a53d8ee,2020-10,Humberside Police,Humberside Police,-0.286144,53.760554,On or near OWTHORNE GROVE,E01012895,Kingston upon Hull 017D,Investigation complete; no suspect identified
524b4ecf41a46c93308faf8034ac9ccc307e510c74811656acafd8df7de6165c,2020-10,Humberside Police,Humberside Police,-0.272360,53.759681,On or near SUTTON WAY,E01012844,Kingston upon Hull 017B,Investigation complete; no suspect identified
fbdc72d66ffc7f1c179fd2504c162749db3d6bea64b4a57cdc38141a69f8c051,2020-10,Humberside Police,Humberside Police,-0.054387,53.572214,On or near TAYLOR STREET,E01013201,North East Lincolnshire 005C,Investigation complete; no suspect identified
ab889acb8d91543f823c6ece8ea6081587b9965a2847c3ac2e103753b9764b2c,2020-10,Humberside Police,Humberside Police,-0.098392,53.566629,On or near NEWBY ROAD,E01013219,North East Lincolnshire 003B,Investigation complete; no suspect identified
14c5cba83630ff788f488944eb40c651c11f00f21ec6de11ea755c4224b1b31a,2020-10,Humberside Police,Humberside Police,-0.342184,53.756694,On or near TATTERSHALL CLOSE,E01012856,Kingston upon Hull 024C,Investigation complete; no suspect identified
208455cfdf2b265ec0086e64efd5609354a88430306bc426e465cd8b760f6cdc,2020-10,Humberside Police,Humberside Police,-0.410507,53.737727,On or near ANLABY PARK ROAD NORTH,E01032595,Kingston upon Hull 033E,Investigation complete; no suspect identified
bf257aaad6bf98892f6a8c1cbb887bedfac1e7238524ee6d1f0ac805514bdee0,2020-10,Humberside Police,Humberside Police,-0.350263,53.756437,On or near Supermarket,E01012857,Kingston upon Hull 024D,Investigation complete; no suspect identified
d9b6d4edc5f4523c7e4187137f34649635033693909384736afe9de0a05e2458,2020-10,Humberside Police,Humberside Police,-0.845981,53.715772,On or near LITTLE ORCHARD,E01012996,East Riding of Yorkshire 037A,Investigation complete; no suspect identified
bb70de279d2db253947c840146c5ad97d2aa52b516fcf86b76970ead0c6fabff,2020-10,Humberside Police,Humberside Police,-0.099981,53.564200,On or near LITTLE MICHAEL STREET,E01013188,North East Lincolnshire 008B,Investigation complete; no suspect identified
9704e54efc98fac496cb8b0ed29b9aed5daf70f96f1ce01e297f3a6937efa857,2020-10,Humberside Police,Humberside Police,-0.772101,53.929657,On or near DEREK VIVIAN CLOSE,E01013056,East Riding of Yorkshire 011E,Investigation complete; no suspect identified
9bd953060b04d2226820d4b98e0fd54d6dfd75fda927ef2a72d75efda38f8c8d,2020-10,Humberside Police,Humberside Police,-0.779568,53.925320,On or near BROWNING ROAD,E01013054,East Riding of Yorkshire 011C,Investigation complete; no suspect identified
f04b610501f4de7037fe00a3f189018bb9c130fa54ad7c4f5b6f45b9262f955f,2020-10,Humberside Police,Humberside Police,-0.345012,53.756509,On or near SCOTNEY CLOSE,E01012856,Kingston upon Hull 024C,Investigation complete; no suspect identified
e15786620401d48ad3193cf614f646a194db7cb21e595ab883ca03d85f66957c,2020-10,Humberside Police,Humberside Police,-0.364058,53.734810,On or near Parking Area,E01012889,Kingston upon Hull 030B,Investigation complete; no suspect identified
b29a43b800de405cbec20c20dc6b43834845f0f8d22301f90631f6c221715646,2020-10,Humberside Police,Humberside Police,-0.425742,53.838326,On or near LONG LANE,E01013041,East Riding of Yorkshire 019D,Investigation complete; no suspect identified
0b43c5e132560be955669913b61725c383821722edb48c1bfa62105b084a3d54,2020-10,Humberside Police,Humberside Police,-0.863783,53.745119,On or near CHARLES BRIGGS AVENUE,E01013015,East Riding of Yorkshire 037C,Investigation complete; no suspect identified
7031f1446c067bade4d4a9fecfaed92ec2ef9fdf1ca851fc334b1d50200e2dc9,2020-10,Humberside Police,Humberside Police,-0.292698,53.780756,On or near DRESSAY GROVE,E01012828,Kingston upon Hull 011E,Investigation complete; no suspect identified
cb84727cb8866dd17a8d8d0103f695374bddbae3b95340edae35e3bcec66c01a,2020-10,Humberside Police,Humberside Police,-0.742889,53.639679,On or near HALKON CLOSE,E01013246,North Lincolnshire 006B,Investigation complete; no suspect identified
4c43f59c4c7ccf6addfd0b97a1a3a318fb02eeb065e04fab7fc44be43b9a75a5,2020-10,Humberside Police,Humberside Police,-0.169890,53.577948,On or near SNOWDROP CLOSE,E01013223,North East Lincolnshire 007B,Investigation complete; no suspect identified
d2565a65df872e90249c720dec990cc5cd6a1f1830160fa407fb99085960442a,2020-10,Humberside Police,Humberside Police,-0.364058,53.734810,On or near Parking Area,E01012889,Kingston upon Hull 030B,Investigation complete; no suspect identified
fd3ea9af1a6629fec66cd20c82d4faa6268f2b93745a36bda2455f0ccbabacda,2020-10,Humberside Police,Humberside Police,-0.225808,53.612591,On or near AIRE CLOSE,E01013178,North East Lincolnshire 001E,Investigation complete; no suspect identified
f741b0128d85f7d2e6121c0d9a0d1923286a7c49ad38507f788abfcc2c2ce42b,2020-10,Humberside Police,Humberside Police,-0.364058,53.734810,On or near Parking Area,E01012889,Kingston upon Hull 030B,Investigation complete; no suspect identified
78043a2b15d9c42224d3200f2311ccd07d91e30880af8885af5808226ffcf02e,2020-10,Humberside Police,Humberside Police,-0.077264,53.559010,On or near WELHOLME ROAD,E01013162,North East Lincolnshire 011C,Investigation complete; no suspect identified
ab24d0089148ec25a76d1558ac8074b52fd147cb83dc5064bca1e3c6df43d119,2020-10,Humberside Police,Humberside Police,-0.442860,54.007206,On or near WEST GATE,E01012982,East Riding of Yorkshire 045D,Investigation complete; no suspect identified
e52949e8657d1f5008203f8d91601c12197153e5c7399a0d8b9abb032e8e90a8,2020-10,Humberside Police,Humberside Police,-0.101415,53.834441,On or near SEASIDE ROAD,E01013029,East Riding of Yorkshire 021A,Investigation complete; no suspect identified
025b7f506dec30fe0f35fd8cd27cb6517a6dedfedd38da7fcf82534b1931b2ae,2020-10,Humberside Police,Humberside Police,-0.396668,53.741597,On or near EASTFIELD ROAD,E01012771,Kingston upon Hull 028B,Investigation complete; no suspect identified
5eee5c64fe48a91b995b6b39a26a68921ad8906b40d152a6dec1cb01735858be,2020-10,Humberside Police,Humberside Police,-0.776900,53.927001,On or near MAY COURT,E01013054,East Riding of Yorkshire 011C,Investigation complete; no suspect identified
204a8d28b0eb74720777aee644d22b90b57eba9e42a34ba6e6645602bd330196,2020-10,Humberside Police,Humberside Police,-0.262469,53.769975,On or near VALIANT DRIVE,E01012836,Kingston upon Hull 009C,Investigation complete; no suspect identified
c413c70457de8a4809e62a254c0176f545033e6f2ef4761aace0baf0a8043c1b,2020-10,Humberside Police,Humberside Police,-0.050211,53.552674,On or near DURHAM ROAD,E01013135,North East Lincolnshire 018B,Investigation complete; no suspect identified
1e2ab02442d55c933e5f75cdb47eb90e251412b001b10fb795852aedd653419a,2020-10,Humberside Police,Humberside Police,-0.127408,53.570242,On or near Parking Area,E01013144,North East Lincolnshire 004A,Investigation complete; no suspect identified
c364c33b02c08119b0e9208097ece2fbf5eeef930ecee1d52d4dffc5c7e34b40,2020-10,Humberside Police,Humberside Police,-0.026820,53.534967,On or near A1031,E01013166,North East Lincolnshire 020C,Investigation complete; no suspect identified
4c84cb131af3fdeec3b99f7ef5a71a54c7a2a8542b1a0d5a3ba58547363277b1,2020-10,Humberside Police,Humberside Police,-0.313861,53.752578,On or near Parking Area,E01012805,Kingston upon Hull 026A,Investigation complete; no suspect identified
3a83957446a174c96eb67b4a922b252049823a253d5898d90224eccbd2f78224,2020-10,Humberside Police,Humberside Police,-0.072549,53.557100,On or near DAVID STREET,E01013161,North East Lincolnshire 011B,Investigation complete; no suspect identified
900a54e473e733170dd99c23ff26ae41322746eaab69786c118e4f8af5f77dc8,2020-10,Humberside Police,Humberside Police,-0.363791,53.788516,On or near Supermarket,E01012768,Kingston upon Hull 005C,Investigation complete; no suspect identified
b6cfc8d01e8fb64787188a66d6c75ad199d59b10755ed2fa99a8f5dd0daefaac,2020-10,Humberside Police,Humberside Police,-0.772503,53.933598,On or near TARGET LANE,E01013055,East Riding of Yorkshire 011D,Investigation complete; no suspect identified
a668c8408861538afac77f2da54ca788c0309889eecfc00a9388f37e37c4f796,2020-10,Humberside Police,Humberside Police,-0.365652,53.735137,On or near ROSAMOND STREET,E01012889,Kingston upon Hull 030B,Investigation complete; no suspect identified
8334611975d7c520a35453b57330716d0bb2e2e2b1ad1b45cbed566a0f551104,2020-10,Humberside Police,Humberside Police,-0.637386,53.574370,On or near ANDERSON ROAD,E01013311,North Lincolnshire 015C,Investigation complete; no suspect identified
5701d24978d859d043eec480aa0b70946d7675b85466046ba41217a00d90200e,2020-10,Humberside Police,Humberside Police,-0.387269,53.751853,On or near RUTLAND ROAD,E01012773,Kingston upon Hull 027A,Investigation complete; no suspect identified
6f0160d10cc2b646d41094fcdd4e9b502448ec883145d8f34ae61514ceba5015,2020-10,Humberside Police,Humberside Police,-0.107038,53.560707,On or near CHELMSFORD PLACE,E01013211,North East Lincolnshire 015C,Investigation complete; no suspect identified
b01f16abff8cd7152d736535605c4fd9885dd50a1d7f963d77c3072e437fe7f2,2020-10,Humberside Police,Humberside Police,-0.087347,53.570445,On or near Supermarket,E01013222,North East Lincolnshire 003E,Investigation complete; no suspect identified
22e9493d34126400e09e191fe696ceb8170d8ee15ef4c6f0f371b4a7feaac747,2020-10,Humberside Police,Humberside Police,-0.043763,53.558619,On or near KELHAM ROAD,E01013160,North East Lincolnshire 012B,Investigation complete; no suspect identified
1194ec3c9f743d7bbdc8eb4560f931aceed0eec9c82b63177552f490c1ba2907,2020-10,Humberside Police,Humberside Police,-0.350472,53.795624,On or near RUNNYMEDE WAY,E01033107,Kingston upon Hull 001H,Investigation complete; no suspect identified
dd6f04a4b3e6c519673df264f68bc54bc22fd010367615e26ca833192f5556bf,2020-10,Humberside Police,Humberside Police,-0.344562,53.743261,On or near CARR LANE,E01033104,Kingston upon Hull 029E,Investigation complete; no suspect identified
fc3ae70e3c37b100d29f8eef8d659336da1417fd2cd7bb24ef4adf349a97c88b,2020-10,Humberside Police,Humberside Police,-0.075286,53.562987,On or near MARGARET STREET,E01013165,North East Lincolnshire 011D,Investigation complete; no suspect identified
28e868ce7fd1755d17d90d72f54e7b3ba24430c3466228594ebb1fed242703d5,2020-10,Humberside Police,Humberside Police,-0.334316,53.743146,On or near LAND OF GREEN GINGER,E01033104,Kingston upon Hull 029E,Investigation complete; no suspect identified
25c323c1409fe24762d869ba034d548f7b443c9d9d6ec33eccede871a8a3420c,2020-10,Humberside Police,Humberside Police,-0.084292,53.562844,On or near GARDEN STREET,E01013187,North East Lincolnshire 008A,Investigation complete; no suspect identified
2245b3d864ba0319b65a85428991f2cfff998826a06fcbdcc8b48a72a5379e93,2020-10,Humberside Police,Humberside Police,-0.107681,53.565572,On or near LOMBARD STREET,E01013231,North East Lincolnshire 008C,Investigation complete; no suspect identified
ca07c493b4c935d76462c8828f912880cb94d672d18d210242e50bdabf885f7b,2020-10,Humberside Police,Humberside Police,-0.649811,53.591581,On or near Supermarket,E01013330,North Lincolnshire 008D,Investigation complete; no suspect identified
9223bf28bb48dfcb990bb559f60220e9198a4d8d4a133152921c7249c0e2caae,2020-10,Humberside Police,Humberside Police,-0.262212,53.645694,On or near EAST FIELD ROAD,E01013308,North Lincolnshire 004C,Investigation complete; no suspect identified
ad4f82a34bb8b01194b1b0571efa4727108ef0bd9bdfd365527833e0344f2186,2020-10,Humberside Police,Humberside Police,-0.173568,53.720965,On or near FORGE COURT,E01013100,East Riding of Yorkshire 033D,Investigation complete; no suspect identified
f49ea26f3110cfddbd64900b6e1ce1b33befd3361b3b2c38e245c8e0c3e43d4a,2020-10,Humberside Police,Humberside Police,-0.851972,53.707776,On or near RIVERSDALE DRIVE,E01013003,East Riding of Yorkshire 038A,Investigation complete; no suspect identified
12c9b0c123cf498188caee25d06d2c9a1ccedc2f073f6e7d9d29113a104534f7,2020-10,Humberside Police,Humberside Police,-0.491257,53.554242,On or near MAGRATH COURT,E01013272,North Lincolnshire 011E,Investigation complete; no suspect identified
47cf6a1f1ce15b49e04c9d90e3d30a03339840896e6916d5f345941e415cbe80,2020-10,Humberside Police,Humberside Police,-0.489507,53.554193,On or near Further/Higher Educational Building,E01013273,North Lincolnshire 011F,Investigation complete; no suspect identified
c8fbb7e8c0090029118e4edd7530b90f99b5ed6eb5402cabb820f121d7dc1b99,2020-10,Humberside Police,Humberside Police,-0.310086,53.777487,On or near WESTWOOD CLOSE,E01012813,Kingston upon Hull 013B,Investigation complete; no suspect identified
b591f787154cfbeb82d1f2265f8c1b3162ae328f2e1b84dbf514c9776be2f8c9,2020-10,Humberside Police,Humberside Police,-0.428858,53.732288,On or near ASTRAL CLOSE,E01013010,East Riding of Yorkshire 043B,Investigation complete; no suspect identified
569463e2526ec3af5122be55f26978035560bd76fd9a3669511a80bd68c591d1,2020-10,Humberside Police,Humberside Police,-0.370198,53.798662,On or near DENE CLOSE,E01012953,East Riding of Yorkshire 023A,Investigation complete; no suspect identified
6bd905a6110cdce1d566b05583726ff38f8086ead9aeabac9133dee484c18607,2020-10,Humberside Police,Humberside Police,-0.386478,53.749928,On or near Petrol Station,E01012776,Kingston upon Hull 027B,Investigation complete; no suspect identified
f0f02894b92f1c6f7579c0ccae099b5dbddad2589b3ac54ccb90026913f27544,2020-10,Humberside Police,Humberside Police,-0.093148,53.552279,On or near A46,E01013205,North East Lincolnshire 019B,Investigation complete; no suspect identified
5be0d3c700aa4eb190964fb72aa8693ce02bfab13878e19f81dcb136da502859,2020-10,Humberside Police,Humberside Police,-0.206057,54.088078,On or near BOROUGH ROAD,E01012943,East Riding of Yorkshire 004B,Investigation complete; no suspect identified
49fb37ccc9ea7f0259264ad74a0c47a611c7bffbdd531f2b424f58389e6f07e0,2020-10,Humberside Police,Humberside Police,-0.272923,53.748929,On or near Sports/Recreation Area,E01012848,Kingston upon Hull 020B,Investigation complete; no suspect identified
8c87a8347109edb87e74fdd25c5df5868daf94cab8a30b35b19c62c01c3fd840,2020-10,Humberside Police,Humberside Police,-0.413602,53.780736,On or near Supermarket,E01012960,East Riding of Yorkshire 025B,Investigation complete; no suspect identified
6a92fd3c74205f98a4d8ea0ef8842adbe02f561fbc26a9abbfdb54989849b824,2020-10,Humberside Police,Humberside Police,-0.094835,53.555389,On or near THE CRESTA,E01013182,North East Lincolnshire 016B,Investigation complete; no suspect identified
270e59bbe7d3a5fd039d88cb738c68fcb755445d222022773efb36a6b3556d4c,2020-10,Humberside Police,Humberside Police,-0.413602,53.780736,On or near Supermarket,E01012960,East Riding of Yorkshire 025B,Investigation complete; no suspect identified
