Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
cc6208432ece275c7647894b3cfe900fee3892871e307a449711ad165444a4c9,2021-01,Gwent Police,Gwent Police,-3.026779,51.647986,On or near PROSPECT PLACE,W01001527,Torfaen 010C,Investigation complete; no suspect identified
667771db01ea7a959799cf836a71d17b1d47ca923121310809e746bd22273b92,2021-01,Gwent Police,Gwent Police,-3.231408,51.602435,On or near DE WINTON TERRACE,W01001367,Caerphilly 019B,Investigation complete; no suspect identified
9368d0b2fed737580a5aa76839d4df9b9f72a52ab041dabf4255ad5b42ace466,2021-01,Gwent Police,Gwent Police,-3.241933,51.581733,On or near WHITE CROSS LANE,W01001394,Caerphilly 023B,Investigation complete; no suspect identified
9a9f1fa1169845c876308a2735d5805f6e19de1fab7b957a407eb4112d027e0b,2021-01,Gwent Police,Gwent Police,-3.232729,51.584015,On or near ENERGLYN CLOSE,W01001395,Caerphilly 023C,Investigation complete; no suspect identified
146b3142f689b69503734cfd1baf80b2fd565cbfcb55b7b95749f58c4a1c2d6f,2021-01,Gwent Police,Gwent Police,-2.995998,51.586227,On or near SCHOOL LANE,W01001687,Newport 014D,Investigation complete; no suspect identified
a5f0c1cf642036c66fd81313157a5a80a8cc12a7fd26f60d0f7d568a4612cc8b,2021-01,Gwent Police,Gwent Police,-3.214353,51.667236,On or near BORFA PLACE,W01001353,Caerphilly 007B,Investigation complete; no suspect identified
393a9627ef9f8975d32432a4e380bbfece9eeaaf03dca188145bfb73197dcf9e,2021-01,Gwent Police,Gwent Police,-2.987887,51.588256,On or near Sports/Recreation Area,W01001693,Newport 013E,Investigation complete; no suspect identified
a708c47070f67967685120c0177b12a7257e0a27f8c39c2e50e30dd3c1f690e8,2021-01,Gwent Police,Gwent Police,-3.238652,51.689219,On or near MOORLAND ROAD,W01001336,Caerphilly 004A,Investigation complete; no suspect identified
bf945660f3f6b20447d8d147164e64c2a9feff4422e27079cb769b705f4767f4,2021-01,Gwent Police,Gwent Police,-3.093029,51.827793,On or near GLANMOOR,W01001563,Monmouthshire 003C,Investigation complete; no suspect identified
8373d6c825adbbefd244951739bfdaff358bdc5fe296ed032b0d936d4668f21a,2021-01,Gwent Police,Gwent Police,-2.937833,51.591976,On or near RINGLAND CIRCLE,W01001666,Newport 010B,Investigation complete; no suspect identified
1cae8526db6d04e42e2743e48666f041f853dde6a348268ed35fc353ffb005ba,2021-01,Gwent Police,Gwent Police,-3.018659,51.584909,On or near RISCA ROAD,W01001604,Newport 012D,Investigation complete; no suspect identified
07ecc98f798ec47916dc57d7781c09b8f211ec62d660a69021aba0c1d04947d8,2021-01,Gwent Police,Gwent Police,-3.002994,51.585377,On or near WINDSOR TERRACE,W01001685,Newport 014B,Investigation complete; no suspect identified
b456d5ebd7d6c9de3a648d06cd5ba303467ef9a50ae9cc8c30f8a580f489cf3c,2021-01,Gwent Police,Gwent Police,-2.986812,51.573276,On or near MILL PARADE,W01001660,Newport 018B,Investigation complete; no suspect identified
2d0f692090b1b2397b0baca9ec300c58a68befcbe964814dbd33623481b32757,2021-01,Gwent Police,Gwent Police,-3.286676,51.761886,On or near HIGH STREET,W01001375,Caerphilly 001B,Investigation complete; no suspect identified
76e4ca5caa3d4771d67263d2718631134c53109fd542a39176c1e67283f41046,2021-01,Gwent Police,Gwent Police,-3.033354,51.682888,On or near ST ANTHONY'S CLOSE,W01001518,Torfaen 006E,Investigation complete; no suspect identified
88bbcc4721bd8789f93d5cf30340967e2e3076901df6affac32c8ae9eaae6fa3,2021-01,Gwent Police,Gwent Police,-2.984603,51.598606,On or near ORCHARD COURT,W01001680,Newport 007E,Investigation complete; no suspect identified
a5df67093b97794a4dfc6718873d4662452a240459c51ae93fc156421c165bd2,2021-01,Gwent Police,Gwent Police,-3.041453,51.650680,On or near PANDY,W01001503,Torfaen 009B,Investigation complete; no suspect identified
708edb21ef381544b406755843c76ada443eb1ef90089bf2d3a5a62304eed4fb,2021-01,Gwent Police,Gwent Police,-3.113323,51.686140,On or near CEFN CRIB ROAD,W01001541,Torfaen 004F,Investigation complete; no suspect identified
3e3c83af2fa256bbf35346b7f2a62d667b815c5217630d7614a8f405e8ea8b74,2021-01,Gwent Police,Gwent Police,-3.231495,51.566161,On or near PEN-YR-ALLT,W01001427,Caerphilly 024F,Investigation complete; no suspect identified
8221afaab7f366737194650ced56058f158c428508b7463a06c390a69bac5a76,2021-01,Gwent Police,Gwent Police,-3.248828,51.723046,On or near RAILWAY TERRACE,W01001386,Caerphilly 002E,Investigation complete; no suspect identified
6bec9efcd47d2988600c9c14f0479648a19614d3db62e9e86a16041da4e28c6e,2021-01,Gwent Police,Gwent Police,-2.960608,51.592448,On or near BEECHCROFT ROAD,W01001608,Newport 008B,Investigation complete; no suspect identified
93592bb38e135a08babcd46a588a210946ab76cd73cc92a9bcbbad621b7bed29,2021-01,Gwent Police,Gwent Police,-3.138606,51.699880,On or near CAE FELIN STREET,W01001466,Blaenau Gwent 009C,Investigation complete; no suspect identified
8cd0bfe36d084c5b8861296a7844bb63d4b4aac7345b491ad33cd193a6f65efe,2021-01,Gwent Police,Gwent Police,-3.235127,51.680372,On or near VALE VIEW,W01001362,Caerphilly 003C,Investigation complete; no suspect identified
80da9fe562017bcabb6c3654131b63061cba3717d6afb66db331e3957cd10471,2021-01,Gwent Police,Gwent Police,-2.999241,51.583358,On or near CLIFTON ROAD,W01001687,Newport 014D,Investigation complete; no suspect identified
1e932d8038a30707852d90ea784006ec04130f4d60d926504cd99a2e37fd95af,2021-01,Gwent Police,Gwent Police,-2.969056,51.617015,On or near FLAVIUS CLOSE,W01001628,Newport 001F,Investigation complete; no suspect identified
d8b1606bee6d74ecae79f631f39c56f3b3378897e6478e1b3eb509db455ea7cd,2021-01,Gwent Police,Gwent Police,-3.052291,51.700469,On or near WENTSLAND CRESCENT,W01001541,Torfaen 004F,Investigation complete; no suspect identified
dda07d90467eca39fcd8e6caf06cd951ce4c2cb0e2e196040fab9bb2b7c8972b,2021-01,Gwent Police,Gwent Police,-3.025196,51.652784,On or near Supermarket,W01001506,Torfaen 010A,Investigation complete; no suspect identified
56df930ee4b948bc56338ae5dad9e5dd5d66ea90cd02a099a42d95b3db55d3c1,2021-01,Gwent Police,Gwent Police,-3.175186,51.799721,On or near Parking Area,W01001448,Blaenau Gwent 002C,Investigation complete; no suspect identified
d76fdcbc1ba1786f4a0c92f93aeb6b540a33d7c4e9d9ba758807aa67c3cb1930,2021-01,Gwent Police,Gwent Police,-3.194991,51.665043,On or near Shopping Area,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
e9353cef4f0eb91098aec36586f588774a5b17bd8fac3d595df32a8f184e3d3e,2021-01,Gwent Police,Gwent Police,-3.019172,51.654877,On or near Parking Area,W01001506,Torfaen 010A,Investigation complete; no suspect identified
87e78e2ff679638c938dcbffd6715296cf690ec9da8813309127960a272af24e,2021-01,Gwent Police,Gwent Police,-2.989613,51.578656,On or near COMMERCIAL ROAD,W01001661,Newport 018C,Investigation complete; no suspect identified
b29e9b3c5d836c85de77fc871c130829536b36710ba7659927b938adf6896df9,2021-01,Gwent Police,Gwent Police,-3.231644,51.587677,On or near HEOL GLYN,W01001393,Caerphilly 019D,Investigation complete; no suspect identified
f0a6220d52d5c8a595085197d82b6990b41caa6748858674ac3069a62ca18ce2,2021-01,Gwent Police,Gwent Police,-2.717767,51.810731,On or near MONNOW STREET,W01001554,Monmouthshire 004C,Investigation complete; no suspect identified
b7c953c54c1e62125e06450a31c2ba08f746d34234d81be394ec9364b451dd75,2021-01,Gwent Police,Gwent Police,-2.988464,51.576274,On or near NEW STREET,W01001659,Newport 018A,Investigation complete; no suspect identified
2c8856eecab1bb3afd3148ea31162eab84463ad3bb4babcb6206144ebd14009c,2021-01,Gwent Police,Gwent Police,-3.194207,51.594511,On or near BRYNFEDW,W01001341,Caerphilly 020B,Investigation complete; no suspect identified
0c7edc58bf8f5304b37824b242038eb48df4927e11dfb49083f6ea5462fd1443,2021-01,Gwent Police,Gwent Police,-3.209078,51.584792,On or near HAZEL GROVE,W01001372,Caerphilly 022B,Investigation complete; no suspect identified
bebd66437b077cbcb266d946c4322844111ade53dbf8f8b922c1082bfe7be2fc,2021-01,Gwent Police,Gwent Police,-3.241069,51.571213,On or near Supermarket,W01001398,Caerphilly 024A,Investigation complete; no suspect identified
e00d989351837dcc53163e1472c0aadd2c15ebfde599cf658d7794b84233e6cf,2021-01,Gwent Police,Gwent Police,-3.158945,51.757910,On or near ABERTILLERY ROAD,W01001445,Blaenau Gwent 005C,Investigation complete; no suspect identified
a8b83088f61a4325032859e3e3c0ea37cc3f46b72f8e8515c38352234cbd7d9c,2021-01,Gwent Police,Gwent Police,-3.013540,51.571502,On or near CARDIFF ROAD,W01001629,Newport 017A,Investigation complete; no suspect identified
eeeb1fb8b87ed94c387bcd6585b6ea1b40ac4d244ffe88adcc0ee86511290995,2021-01,Gwent Police,Gwent Police,-3.016142,51.617624,On or near TREVITHICK CLOSE,W01001652,Newport 002B,Investigation complete; no suspect identified
63721fba205339a1817cf3ecc3120fc7d25a355c885fe29c65775a1bbc4254af,2021-01,Gwent Police,Gwent Police,-2.983008,51.584880,On or near GEORGE STREET,W01001690,Newport 013D,Investigation complete; no suspect identified
7e18fc077bd2c799b625168e545e487f13ba4831ba8913b47d3c6abf9b208509,2021-01,Gwent Police,Gwent Police,-2.727779,51.804646,On or near CARBONNE CLOSE,W01001577,Monmouthshire 004E,Investigation complete; no suspect identified
9b4d0289922644f7241588a999af99f0cb62c171cb47a8ca76bcaa3819e9e3f5,2021-01,Gwent Police,Gwent Police,-3.246559,51.588859,On or near MOEL FRYN,W01001397,Caerphilly 019E,Investigation complete; no suspect identified
21e64da98165c0362c6db9b0299bba9889dd90fb737c1825df267e2e733ac101,2021-01,Gwent Police,Gwent Police,-3.042606,51.581201,On or near MYRTLE CLOSE,W01001671,Newport 016D,Investigation complete; no suspect identified
dd5fbba488666d7e119c05ea6e3a53cd9c8306b9efcaefc7b402053c4d08052c,2021-01,Gwent Police,Gwent Police,-3.167076,51.785541,On or near BRYNHYFRYD AVENUE,W01001468,Blaenau Gwent 005E,Investigation complete; no suspect identified
4b73323678c094d0127c098117139b9468ea4e99b16482b858a6b7d2ba4f7023,2021-01,Gwent Police,Gwent Police,-3.019991,51.682995,On or near CHURCHWOOD,W01001517,Torfaen 006D,Investigation complete; no suspect identified
e049b6ee58cac9779b1a0393e27388495ddb20f51a990d1204666d0fd981bec8,2021-01,Gwent Police,Gwent Police,-3.059401,51.718631,On or near SNATCHWOOD ROAD,W01001529,Torfaen 003B,Investigation complete; no suspect identified
6a4bd01c6b26bf0cb9ef874fb61fc9641289fb2d0b1136a5a38f5bb0bfa28be6,2021-01,Gwent Police,Gwent Police,-2.992290,51.584290,On or near Theatre/Concert Hall,W01001687,Newport 014D,Investigation complete; no suspect identified
c3191740a6454743e220c71eeffa329a1a503331c812b2993fd4a0f73e95c50b,2021-01,Gwent Police,Gwent Police,-2.717767,51.810731,On or near MONNOW STREET,W01001554,Monmouthshire 004C,Investigation complete; no suspect identified
129f4c2b14323717e6e218339655ac0ce3ea3b3b2167a9e2b0a1a1a816a89349,2021-01,Gwent Police,Gwent Police,-3.251658,51.770977,On or near MARIAN CLOSE,W01001478,Blaenau Gwent 006C,Investigation complete; no suspect identified
36369d662dc83757bbda6638bccd4d2f53bb17e1117135b94374621df5aeaf0e,2021-01,Gwent Police,Gwent Police,-2.988922,51.579436,On or near Parking Area,W01001661,Newport 018C,Investigation complete; no suspect identified
0dbe523a0abbf7d7267062e1feaac81d5f15ea1e0f596465de72080ad4adc726,2021-01,Gwent Police,Gwent Police,-3.053754,51.579609,On or near LAUREL ROAD,W01001638,Newport 016C,Investigation complete; no suspect identified
6c20e0d633e323a4a6530fef8a052496417f9b0227b8a17e592173322a0eccbd,2021-01,Gwent Police,Gwent Police,-3.068753,51.727268,On or near WELLINGTON ROAD,W01001485,Torfaen 002D,Investigation complete; no suspect identified
8991131d4a1401d57bb1463a370eddde36cc5dc63d003cd3e97b1a264a50b349,2021-01,Gwent Police,Gwent Police,-3.035478,51.813245,On or near MOUNTAIN VIEW,W01001564,Monmouthshire 003D,Investigation complete; no suspect identified
a00b3ac2c281a1ac65073a4343dda5576716cc6c904924e0528cea85785af502,2021-01,Gwent Police,Gwent Police,-2.977310,51.582365,On or near LIBERTY GROVE,W01001644,Newport 013C,Investigation complete; no suspect identified
6b832556d467055077f3ab6490d07a0ead9250d83e5116476bac06ab4b49358c,2021-01,Gwent Police,Gwent Police,-3.199700,51.757285,On or near VICTORIA AVENUE,W01001460,Blaenau Gwent 007E,Investigation complete; no suspect identified
59743897d213857bf890b532021f046563e07b6ccdfd63892d7bcb62f3993113,2021-01,Gwent Police,Gwent Police,-3.031130,51.613609,On or near TRENT ROAD,W01001621,Newport 003E,Investigation complete; no suspect identified
1b1b460a415d16f8f6c6ac75398f1519fbc9ce2e4fc5e37deae1cc38c56748fc,2021-01,Gwent Police,Gwent Police,-3.028646,51.648114,On or near YEW TREE TERRACE,W01001527,Torfaen 010C,Investigation complete; no suspect identified
a3a479a05e3c736e5aff0ca9f261cb464d91455b873c50ab11ab01cd8c13c019,2021-01,Gwent Police,Gwent Police,-3.055871,51.515892,On or near CHURCH CLOSE,W01001912,Newport 020E,Investigation complete; no suspect identified
63ddb85fccd0654c8c90be4d0e0589de06a79d28e2a79d08ecec49a0d44a99a6,2021-01,Gwent Police,Gwent Police,-3.294329,51.649433,On or near LLWYNCELYN TERRACE,W01001379,Caerphilly 013C,Investigation complete; no suspect identified
603f94b00ae8dac1748ab7bf89e34fedf8f23110f465f153e39b9454ff14e1bc,2021-01,Gwent Police,Gwent Police,-2.994487,51.587085,On or near Supermarket,W01001687,Newport 014D,Investigation complete; no suspect identified
831582b38002b8cb20d5012023eb5f2bf3e3ac2232a08ba4fbfebb962875a5c4,2021-01,Gwent Police,Gwent Police,-3.062643,51.530667,On or near PENTWYN TERRACE,W01001658,Newport 020D,Investigation complete; no suspect identified
2bf3d73644f9ef630ec0a96fe479b325e360998ef59068565e88712e089dc636,2021-01,Gwent Police,Gwent Police,-3.247027,51.568533,On or near GWALIN Y CWRT,W01001398,Caerphilly 024A,Investigation complete; no suspect identified
e4047ca8588811cd5c54cc9ea1351c61871e9a4a6663375e2da585c147919dff,2021-01,Gwent Police,Gwent Police,-2.905787,51.605103,On or near PARK END,W01001639,Newport 004A,Investigation complete; no suspect identified
bd332eba3833b25622dcc66420465fb5b7c3ce328cfddf61e52f6fc8c826a248,2021-01,Gwent Police,Gwent Police,-3.005274,51.616702,On or near ALMOND DRIVE,W01001651,Newport 002A,Investigation complete; no suspect identified
5b6d8432112899cd64725d87d9043c4114036fb1ae3ca32828d93c78211ddeb3,2021-01,Gwent Police,Gwent Police,-3.218086,51.588619,On or near HEOL GWAUN RHOS,W01001371,Caerphilly 022A,Investigation complete; no suspect identified
88a30ca9d912590b8c9c85b4773dcc10597034664fd5a48037e9cfa01930ce6f,2021-01,Gwent Police,Gwent Police,-2.978178,51.585811,On or near VIVIAN ROAD,W01001690,Newport 013D,Investigation complete; no suspect identified
f2932c33d238f5c9d88afdca6b33fc653c0b92789548314d26ed3b35b75ff151,2021-01,Gwent Police,Gwent Police,-3.209428,51.782460,On or near Parking Area,W01001456,Blaenau Gwent 004C,Investigation complete; no suspect identified
d03729d3620c52604383d1cceb509b1b7fe69bdcd0d9dcf4b97b74edb06e285e,2021-01,Gwent Police,Gwent Police,-2.775812,51.587143,On or near GRENVILLE TERRACE,W01001582,Monmouthshire 011D,Investigation complete; no suspect identified
707227b74d1b7a07465c09fd499ced8d11ca32b6575435ee17ba4c6ab5c5e4cf,2021-01,Gwent Police,Gwent Police,-2.717767,51.810731,On or near MONNOW STREET,W01001554,Monmouthshire 004C,Investigation complete; no suspect identified
8556d03348581b564584e7f5a5b6a10b6be0d783aca194ea6c2942048f23d778,2021-01,Gwent Police,Gwent Police,-2.783651,51.585581,On or near ST MARY'S CRESCENT,W01001582,Monmouthshire 011D,Investigation complete; no suspect identified
8d9e67ad45bc5334c7fa9dba10cc6996e5fc8542c25b0b0fbbe64c24c8da8706,2021-01,Gwent Police,Gwent Police,-3.020026,51.579574,On or near HIGHFIELD ROAD,W01001631,Newport 017C,Investigation complete; no suspect identified
a0ea63e6f4575749d99fdb8ed4cee23c60431435671092e88e06ecf05fed18e4,2021-01,Gwent Police,Gwent Police,-2.809440,51.616193,On or near Parking Area,W01001542,Monmouthshire 009A,Investigation complete; no suspect identified
01d9fa7959e601e3ff1f7ccf2c590e066c74dc34eca3609bb8cc5cbfd4ccf941,2021-01,Gwent Police,Gwent Police,-3.008488,51.585761,On or near HILLA ROAD,W01001603,Newport 012C,Investigation complete; no suspect identified
cd32a937c9586bb183c6bae617fdec4df6f61804723d3ac28dbff96f7c7b39fe,2021-01,Gwent Police,Gwent Police,-2.989109,51.593362,On or near CORELLI STREET,W01001676,Newport 007B,Investigation complete; no suspect identified
26b449e54059bfcef28d0720a5e6d3289eafddc0976d6caff640d90f98b0d32b,2021-01,Gwent Police,Gwent Police,-3.042282,51.693077,On or near TREM MYNYDD,W01001496,Torfaen 004B,Investigation complete; no suspect identified
897b36b79efdcacd9a056f4e8036230a4a344779f303ffed4ae62697a2030cca,2021-01,Gwent Police,Gwent Police,-3.017280,51.605260,On or near Sports/Recreation Area,W01001620,Newport 003D,Investigation complete; no suspect identified
7295d21b3511237d63f5d736993f8f3e06ece46f1eea208602c0a95223114ecc,2021-01,Gwent Police,Gwent Police,-3.046772,51.645634,On or near FAIRWATER CLOSE,W01001497,Torfaen 011A,Investigation complete; no suspect identified
0287537fbced38a48b171d866c6dcc4707ea1726a46fd384d9343c9791115276,2021-01,Gwent Police,Gwent Police,-3.000122,51.645807,On or near CAERLEON ROAD,W01001508,Torfaen 013C,Investigation complete; no suspect identified
9f4bf7b3e1f086d5596573df58619c0a62ad1e179fb1f1c75c7137bbb530a9ed,2021-01,Gwent Police,Gwent Police,-3.233299,51.653524,On or near THREE ELMS CLOSE,W01001364,Caerphilly 012B,Investigation complete; no suspect identified
3fef313e86210b2b72069df7a81531ff85910a1ca6493efadad2fd85f880f5e0,2021-01,Gwent Police,Gwent Police,-3.418664,51.707225,On or near RHIW CERIS,W01001169,Rhondda Cynon Taf 004C,Investigation complete; no suspect identified
7a7216a11057744a0f5d7694e60d26dd9b17b6215904a02327c623def77e2cb7,2021-01,Gwent Police,Gwent Police,-2.984876,51.593191,On or near GLOSTER STREET,W01001676,Newport 007B,Investigation complete; no suspect identified
7d3060fe022b3ffc5e007904f83316bd90f1473076680e88bcced6db0496f65d,2021-01,Gwent Police,Gwent Police,-2.991220,51.575604,On or near JEDDO STREET,W01001659,Newport 018A,Investigation complete; no suspect identified
eee4f1258f7ecea542ae214364984540c95760ca5e6971cb772883ad1ceaf954,2021-01,Gwent Police,Gwent Police,-3.214803,51.587295,On or near HEOL TY CRWN,W01001372,Caerphilly 022B,Investigation complete; no suspect identified
ce4f2f5aeb6a5f2018cfa9068218fdd24e8b42c064afde40bf3714088b81f1bd,2021-01,Gwent Police,Gwent Police,-2.533156,51.481669,On or near EASTBURY ROAD,E01014588,Bristol 013A,Investigation complete; no suspect identified
306267a0e8aeda7c052bcbeb251098fed45c1c9b2403fca5e03687f33670cb46,2021-01,Gwent Police,Gwent Police,-3.002807,51.587365,On or near GODFREY ROAD,W01001603,Newport 012C,Investigation complete; no suspect identified
5732f7197e02b2b51b3c0c738a41b69b2b598d719564288d1d851c10b3b3da61,2021-01,Gwent Police,Gwent Police,-3.288804,51.772014,On or near HEOL-UCHAF,W01001428,Caerphilly 001E,Investigation complete; no suspect identified
44a4ec9de9acd0ca2effc6e3452ece4da0b712222564cad3d28f1368a5f74c9e,2021-01,Gwent Police,Gwent Police,-3.139037,51.665725,On or near PANT FARM CLOSE,W01001383,Caerphilly 010D,Investigation complete; no suspect identified
1c305a96ca82f5501ed2182fb0ecb7b8036eee109d0197753996bd8cd845a7fa,2021-01,Gwent Police,Gwent Police,-3.134408,51.669699,On or near ST PETER'S CLOSE,W01001381,Caerphilly 010B,Investigation complete; no suspect identified
6a10c4c268dda7bbc067b55003c64dc64f84c713fa8b52b9e24baa84a9a6494d,2021-01,Gwent Police,Gwent Police,-3.254020,51.664248,On or near HEOL EDWARD LEWIS,W01001414,Caerphilly 008A,Investigation complete; no suspect identified
ddf5aaaa2c3a06b5f7cc69087395e7c96d62dbf709842cf778d8577c3c718c6c,2021-01,Gwent Police,Gwent Police,-2.954225,51.571675,On or near NASH ROAD,W01001647,Newport 015F,Investigation complete; no suspect identified
4e5ae7074152853403574e164891c6fcfb7d75d7678fdc8906487d1906dd65a5,2021-01,Gwent Police,Gwent Police,-3.194294,51.756126,On or near DYFFRYN ROAD,W01001452,Blaenau Gwent 007C,Investigation complete; no suspect identified
42c444146189c153c59048d36661c14de1d8c254a85b3d33370526a4151c8e95,2021-01,Gwent Police,Gwent Police,-2.977627,51.589736,On or near CHEPSTOW ROAD,W01001691,Newport 011D,Investigation complete; no suspect identified
b26eec7290075379bd4d5fd1897ef33ab433a1ede9798f2a6a8fdb5a81dc6c1a,2021-01,Gwent Police,Gwent Police,-2.966856,51.595049,On or near FIRBANK CRESCENT,W01001615,Newport 005B,Investigation complete; no suspect identified
3ba063d0321603ad6bda7337d8dde9f58a9e93b822fab58c99fcf017f443601e,2021-01,Gwent Police,Gwent Police,-3.181888,51.591579,On or near Petrol Station,W01001341,Caerphilly 020B,Investigation complete; no suspect identified
114f07ce7c00d6d9d084c652b325ccf5abc34a8fb1b78bc5994bd510dc00463c,2021-01,Gwent Police,Gwent Police,-2.987886,51.575551,On or near Parking Area,W01001659,Newport 018A,Investigation complete; no suspect identified
6c957bce69a472f5c7865dd8144c7fd6e71ec729df79c9e78b1fbb2fe5d120df,2021-01,Gwent Police,Gwent Police,-3.041709,51.579860,On or near SILVER FIR SQUARE,W01001671,Newport 016D,Investigation complete; no suspect identified
b1e5f584f154248ae318266da83a6f73f491754cb51ab49744f9fba7257cbf1e,2021-01,Gwent Police,Gwent Police,-2.967587,51.579874,On or near COLSTON AVENUE,W01001642,Newport 013A,Investigation complete; no suspect identified
fbf8d3283ba0e4a7f26fee87cba197fd340f5effadcc13b86a0e1edb4b9f9d25,2021-01,Gwent Police,Gwent Police,-3.233895,51.657933,On or near VALLEY VIEW,W01001363,Caerphilly 012A,Investigation complete; no suspect identified
7214e18acb7e6a125fb0c27ad91279548194a58bb33d576d5e6fd6ad1243a35d,2021-01,Gwent Police,Gwent Police,-2.998152,51.579789,On or near Hospital,W01001686,Newport 014C,Investigation complete; no suspect identified
9686343f6c9ce2d5b3b117faf7089f33f998f9044c7a946db635cde27e8f957e,2021-01,Gwent Police,Gwent Police,-3.114507,51.636001,On or near Parking Area,W01001327,Caerphilly 014A,Investigation complete; no suspect identified
eaf3feeb756688ad9e1f148ed6c0c7b6808fe0de81284d8bb39977f433810a2e,2021-01,Gwent Police,Gwent Police,-3.217907,51.661760,On or near FRANCIS STREET,W01001389,Caerphilly 007E,Investigation complete; no suspect identified
26024c36b243a205349e95aed241fff84f635c1f52cd4bfc9d18ce372e821aae,2021-01,Gwent Police,Gwent Police,-2.677088,51.641775,On or near DELL VIEW,W01001587,Monmouthshire 008C,Investigation complete; no suspect identified
16c24427e33e0e5263ee1b60e89dc82a53bd5f33d139499c4a31b91992540bbe,2021-01,Gwent Police,Gwent Police,-3.078144,51.545452,On or near Petrol Station,W01001657,Newport 020C,Investigation complete; no suspect identified
7c718e864ad1c9ebf3f8915482b3423a97e67665b710bdd6f2fe7dcc71eb6508,2021-01,Gwent Police,Gwent Police,-3.039255,51.699290,On or near LOWER BRIDGE STREET,W01001524,Torfaen 004D,Investigation complete; no suspect identified
86235a8223dfb26045e9eecae213e6db5a1f71029429ffdd93a19786ec0c0040,2021-01,Gwent Police,Gwent Police,-2.998152,51.579789,On or near Hospital,W01001686,Newport 014C,Investigation complete; no suspect identified
7997444897c1571eff46ce5be1190dafbc5a550b52869f52b061d46bc02fce04,2021-01,Gwent Police,Gwent Police,-3.024006,51.575601,On or near JOYCE CLOSE,W01001632,Newport 017D,Investigation complete; no suspect identified
8a2db4aaa90578cfb3244e1deea45793df392810c735284a70c56737dae1dcc8,2021-01,Gwent Police,Gwent Police,-3.032677,51.645498,On or near GREENMEADOW CLOSE,W01001527,Torfaen 010C,Investigation complete; no suspect identified
94f39aa47a923aa001bdec772d911f2fea75c0f2a5869f6236862f9f6ba17675,2021-01,Gwent Police,Gwent Police,-3.035445,51.833295,On or near PENTRE LANE,W01001545,Monmouthshire 001A,Investigation complete; no suspect identified
9945a34eb25d02ea181b92c8369a612c22013adb805231f41e53af6db25d5540,2021-01,Gwent Police,Gwent Police,-3.056069,51.710460,On or near HANBURY GARDENS,W01001523,Torfaen 004C,Investigation complete; no suspect identified
113e78a3c50e17b7caa13d1af27996bad5a4f847ac437741df1a607bf6e011d9,2021-01,Gwent Police,Gwent Police,-3.152353,51.769888,On or near Park/Open Space,W01001444,Blaenau Gwent 005B,Investigation complete; no suspect identified
5aa689f3501f5ed62ff2f3c68fdc3a78356c1c723803c97b1183ab2baec6e5d6,2021-01,Gwent Police,Gwent Police,-2.668482,51.628499,On or near RAGLAN WAY,W01001592,Monmouthshire 008D,Investigation complete; no suspect identified
f2d6f1386e1ba7519b2cf68cb174586bf068418ae4f66f2ba7a6a6cdb2cc57ef,2021-01,Gwent Police,Gwent Police,-3.248396,51.772531,On or near UNION STREET,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
d8d7420cc377c2f60b6fc3d275875316ec24cb079ba208f940f0b53c31082f0a,2021-01,Gwent Police,Gwent Police,-2.972285,51.582263,On or near SLADE STREET,W01001643,Newport 013B,Investigation complete; no suspect identified
cfdaad2b0dbbf0b2d9413961f6f95832d046d519f1cd7cf01cbe2569660d7810,2021-01,Gwent Police,Gwent Police,-3.174166,51.800073,On or near Police Station,W01001448,Blaenau Gwent 002C,Investigation complete; no suspect identified
e090eaea02d6c5e56755c13f3d96175878e89f37c3823ab62686a1ee23a7d8bb,2021-01,Gwent Police,Gwent Police,-2.999356,51.584688,On or near JONES STREET,W01001685,Newport 014B,Investigation complete; no suspect identified
69cb2f7b529f22ac7d18f05ed573d77d71ae68584cef36dfb92efe909fdc6038,2021-01,Gwent Police,Gwent Police,-3.225048,51.613463,On or near HEOL TY-GWYN,W01001366,Caerphilly 019A,Investigation complete; no suspect identified
de15b2c15626221d9724531baa946913df15d0bbe2d1f7c44690595699cdf68f,2021-01,Gwent Police,Gwent Police,-3.285728,51.759630,On or near Police Station,W01001375,Caerphilly 001B,Investigation complete; no suspect identified
3515e21fe283ff24c91e33e41f4972c05b00469331409ea291e225093575d864,2021-01,Gwent Police,Gwent Police,-2.749876,51.591628,On or near Police Station,W01001589,Monmouthshire 010E,Investigation complete; no suspect identified
2afeb1695c54e6e37ae4c18fef65c835ae89ea6dcc59ccb1b7e50271b14fe932,2021-01,Gwent Police,Gwent Police,-2.989145,51.577069,On or near ALBION CLOSE,W01001659,Newport 018A,Investigation complete; no suspect identified
556234b961fea578fd629f3ad830bfa6cac25b777b674591ede733efc0b1f836,2021-01,Gwent Police,Gwent Police,-3.230689,51.711917,On or near RUSSELL STREET,W01001385,Caerphilly 002D,Investigation complete; no suspect identified
74a1de69410de6080e9665fa9449a1d76046dbb51d84c56d3615df5293c9e420,2021-01,Gwent Police,Gwent Police,-3.009375,51.578272,On or near CAE PERLLAN ROAD,W01001629,Newport 017A,Investigation complete; no suspect identified
