Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
06fae0b15c2adaa4137772cbc7bcd1c016373353d1c7f70d72796844335f6ac2,2020-05,Gwent Police,Gwent Police,-3.007589,51.695115,On or near OAK TREE CLOSE,W01001512,Torfaen 005C,Investigation complete; no suspect identified
58b040b74bf404c8437fd82de90e0d880684991e31cdcc3466914d6a1a8ebd79,2020-05,Gwent Police,Gwent Police,-3.021641,51.655413,On or near CARADOC ROAD,W01001506,Torfaen 010A,Investigation complete; no suspect identified
f7adebdfb2292a60a2884f62b832e4210a0cb6e1a10eeeb821f107ef561a15cd,2020-05,Gwent Police,Gwent Police,-3.172137,51.657424,On or near NEWBRIDGE ROAD,W01001401,Caerphilly 011A,Investigation complete; no suspect identified
88feb18b932b6ee8be0b5e4182bcf8d48c62823a4309892d6746f5521137d345,2020-05,Gwent Police,Gwent Police,-3.226286,51.675421,On or near THE CLOSE,W01001362,Caerphilly 003C,Investigation complete; no suspect identified
b051a9f35d36007029db96ea294afd520ba86da8466ca0e859f3f6c0acd27e29,2020-05,Gwent Police,Gwent Police,-3.223705,51.792014,On or near Petrol Station,W01001438,Blaenau Gwent 004A,Investigation complete; no suspect identified
e0d3d330192263d8d196dc726218b0eae098ec235708faea71c088a135c24ee5,2020-05,Gwent Police,Gwent Police,-2.880665,51.620922,On or near CAERLICKEN LANE,W01001641,Newport 004C,Investigation complete; no suspect identified
ef5a968231d79de0e3864778c2795e23d3241f745a9f9feab4aa5560d646dc38,2020-05,Gwent Police,Gwent Police,-2.973585,51.595101,On or near NORFOLK ROAD,W01001616,Newport 005C,Investigation complete; no suspect identified
a31522d48b9d410624ccb873ac7c35bf7837e8e16ff2adcd189867717615b203,2020-05,Gwent Police,Gwent Police,-2.998152,51.579789,On or near Hospital,W01001686,Newport 014C,Investigation complete; no suspect identified
484964b3a42bd83659e6fbd3e5c487d75aa638d0ab6d397c2a5dc9969fff0a65,2020-05,Gwent Police,Gwent Police,-3.147063,51.615977,On or near Parking Area,W01001430,Caerphilly 015B,Investigation complete; no suspect identified
790fa9674265d4dcbaf39e744a95784cd1982d7c555fb944cdb8c7ba39c76615,2020-05,Gwent Police,Gwent Police,-3.024378,51.653042,On or near Petrol Station,W01001506,Torfaen 010A,Investigation complete; no suspect identified
1589345f0aad9d606262651a093e19fb6bc97995f70dad7f7428efb244d98d4a,2020-05,Gwent Police,Gwent Police,-3.135183,51.700704,On or near UPPER COURT TERRACE,W01001466,Blaenau Gwent 009C,Investigation complete; no suspect identified
15f79c2742699c17f0d6badd764e8d3d33fda434127282d5e096391cb29f1c80,2020-05,Gwent Police,Gwent Police,-2.725251,51.590848,On or near KING HAROLD'S VIEW,W01001578,Monmouthshire 009C,Investigation complete; no suspect identified
dd3b6e21d2e0ebb4c503fdb8f27a0d1cac93c78a035be1a0d76b932a76ae5663,2020-05,Gwent Police,Gwent Police,-3.215033,51.568320,On or near WARREN DRIVE,W01001425,Caerphilly 024D,Investigation complete; no suspect identified
c34f028b58bd0d468a9b076892e2e31b901d3b8c89330d16eb8b335d0a5b07ef,2020-05,Gwent Police,Gwent Police,-2.993555,51.573462,On or near OSWALD ROAD,W01001660,Newport 018B,Investigation complete; no suspect identified
cd49194846c69e3720254a9a42ab82ecb56676aa67e2d4889410839a762d33a7,2020-05,Gwent Police,Gwent Police,-3.012599,51.560999,On or near HERON WAY,W01001688,Newport 019C,Investigation complete; no suspect identified
50bdafb7efb5a8262b335ba44233d79190ef07ba4aaaf5ad3cd4cc568ad16763,2020-05,Gwent Police,Gwent Police,-3.194449,51.668088,On or near Parking Area,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
5a0a3091f44fdbe7c1b3f4615dc69dc41b5c6a796705ff51c6731a308a085787,2020-05,Gwent Police,Gwent Police,-3.240329,51.783829,On or near GREEN MEADOW,W01001473,Blaenau Gwent 003B,Investigation complete; no suspect identified
94d9e0d24d935f6f5c7e0008606e9a7567cdbbe6fd43c1be21038cf9e70f6d9a,2020-05,Gwent Police,Gwent Police,-3.059903,51.731448,On or near VICARAGE LANE,W01001484,Torfaen 002C,Investigation complete; no suspect identified
ab4d9f7bc5aa454997c5ec18842341cd6e6f67ad2abb66f9bf087996e73931d6,2020-05,Gwent Police,Gwent Police,-3.234383,51.655671,On or near DERWENDEG AVENUE,W01001363,Caerphilly 012A,Investigation complete; no suspect identified
49a955e9ae87d569ffc79e278573ad2659e648515f2d23bb569aef5055173023,2020-05,Gwent Police,Gwent Police,-2.971996,51.580179,On or near AMELIA GROVE,W01001644,Newport 013C,Investigation complete; no suspect identified
643796ec540c30a6ba43f3e061132108ba426777a0ba112b514e57a2e0ec02af,2020-05,Gwent Police,Gwent Police,-3.138550,51.733347,On or near CLYNMAWR STREET,W01001435,Blaenau Gwent 008A,Investigation complete; no suspect identified
911afbf746a7bade27881e88c503817c7cb24167a219d393fda7fb9c3b78a1b3,2020-05,Gwent Police,Gwent Police,-2.944446,51.592049,On or near RINGWOOD AVENUE,W01001665,Newport 008D,Investigation complete; no suspect identified
75ceca41772e12df4a675513cccfaaf7d9a3b5545c1b95eef3b74d7a25177996,2020-05,Gwent Police,Gwent Police,-3.040139,51.699975,On or near Supermarket,W01001524,Torfaen 004D,Investigation complete; no suspect identified
b25536cda89ab267497298182f15e9893534db9f481d888dd4ad48e059cbbb13,2020-05,Gwent Police,Gwent Police,-3.125956,51.718965,On or near GRAIG ROAD,W01001477,Blaenau Gwent 009E,Investigation complete; no suspect identified
2c65c086f50b34c8b2df320e4e8e60b3f080c3ca958151cf480f2d9a806c1a7b,2020-05,Gwent Police,Gwent Police,-3.164662,51.766710,On or near Parking Area,W01001443,Blaenau Gwent 005A,Investigation complete; no suspect identified
fc349725d4494e31c6b8722d58ee0cbcd2604c55ef09368fe3b92456506e79c5,2020-05,Gwent Police,Gwent Police,-2.992140,51.586683,On or near KINGSWAY,W01001687,Newport 014D,Investigation complete; no suspect identified
cf97cb96ee361ebadda21d9a8b05c1e0fd1c6d8b4f589e52646d8807f29d3d13,2020-05,Gwent Police,Gwent Police,-3.003496,51.579312,On or near Parking Area,W01001686,Newport 014C,Investigation complete; no suspect identified
a8504f3ff23cad465a818e8a3ba0988fdac7472da876afff9372f91296d7ed09,2020-05,Gwent Police,Gwent Police,-3.208747,51.780318,On or near REES STREET,W01001461,Blaenau Gwent 007F,Investigation complete; no suspect identified
5c5dd6156514a9630479f60e847d2e124b82ea3e8a24fdbb11d23e3381941672,2020-05,Gwent Police,Gwent Police,-3.000731,51.595368,On or near HARLEQUIN COURT,W01001681,Newport 006B,Investigation complete; no suspect identified
ea747e49917bf2a48a1f06fdd96f3f98f276e2c651c26ab7d8943516171fa4a0,2020-05,Gwent Police,Gwent Police,-3.090906,51.774764,On or near Hospital,W01001489,Torfaen 001C,Investigation complete; no suspect identified
0a3db4b1342b817782ac395f42259ef15097eca3104bbc72466e14f4d6b3db62,2020-05,Gwent Police,Gwent Police,-2.952819,51.611403,On or near ARTHUR STREET,W01001625,Newport 001C,Investigation complete; no suspect identified
644b559844242c8fd35ede9877db12833e87e0350c921de8b4765e014f6975e1,2020-05,Gwent Police,Gwent Police,-2.970021,51.579620,On or near Petrol Station,W01001644,Newport 013C,Investigation complete; no suspect identified
24c06cbb2bada90dd65b9cb4362140d666fd9f4bd0d897df6721c0ebb575bdb3,2020-05,Gwent Police,Gwent Police,-3.243148,51.686474,On or near HEOL CARADOC,W01001339,Caerphilly 004D,Investigation complete; no suspect identified
88cb244815bd9cadfadc9a1a47f4bc1e9f7fbb61ba4ff657c5e0a2bb5c2b4137,2020-05,Gwent Police,Gwent Police,-3.020026,51.579574,On or near HIGHFIELD ROAD,W01001631,Newport 017C,Investigation complete; no suspect identified
4758f9ba665450e0a40ce9fc074b774d7febcb2e6180e479409635b926017f6b,2020-05,Gwent Police,Gwent Police,-3.239332,51.580043,On or near A468,W01001395,Caerphilly 023C,Investigation complete; no suspect identified
b592a478edbe7712dcc246c0fac891470b5c3b83b992706c867a0897d0abdab9,2020-05,Gwent Police,Gwent Police,-3.292734,51.763456,On or near Parking Area,W01001429,Caerphilly 001F,Investigation complete; no suspect identified
69edb22bd7bc074822769bf74485a2adb2c1f9caa98d531c41b871fc5bc21488,2020-05,Gwent Police,Gwent Police,-3.085607,51.772565,On or near Supermarket,W01001489,Torfaen 001C,Investigation complete; no suspect identified
28d9a6177a12f1de387adc9cbb82493155c4f98f8d9012ff97f68e416d8a291e,2020-05,Gwent Police,Gwent Police,-3.016142,51.617624,On or near TREVITHICK CLOSE,W01001652,Newport 002B,Investigation complete; no suspect identified
0c875213d21bc42f61ae3cdddb2bd7b6008c1ec49e5667c0ed5d68d8618cdecb,2020-05,Gwent Police,Gwent Police,-3.194449,51.668088,On or near Parking Area,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
91c063468deae54828293b65a60d10be35f939ea46a660a03b2ff0cea9d1a3e6,2020-05,Gwent Police,Gwent Police,-3.219633,51.782957,On or near ANDREWS COURT,W01001457,Blaenau Gwent 004D,Investigation complete; no suspect identified
1b0b1b42cf7d089365295315c1e8154c19056e68750bcca3eb3014f20042f3f0,2020-05,Gwent Police,Gwent Police,-2.963352,51.591149,On or near BEECHWOOD ROAD,W01001608,Newport 008B,Investigation complete; no suspect identified
cd645542f61a00ac79ce8fc1cee5fa6a172d49ef450a622024ab9e96fe4a253e,2020-05,Gwent Police,Gwent Police,-3.252708,51.662796,On or near ST CATTWG'S AVENUE,W01001418,Caerphilly 008E,Investigation complete; no suspect identified
0182c3499b4f4efdc67daeefc19313cf44ba44c388a38e42568ac0a6f1e0ec9a,2020-05,Gwent Police,Gwent Police,-3.038860,51.611842,On or near WAVENEY CLOSE,W01001621,Newport 003E,Investigation complete; no suspect identified
0506f36afeb460e2ddc8044aaf14ebf9c663457ad241707980cae88ae79de5ba,2020-05,Gwent Police,Gwent Police,-3.238515,51.783236,On or near KING STREET,W01001475,Blaenau Gwent 003D,Investigation complete; no suspect identified
2ab0cc4f98f5a536dfbc531eced064a324803b5209d583502d5b5490d240cb60,2020-05,Gwent Police,Gwent Police,-3.295586,51.737034,On or near CORONATION CRESCENT,W01001361,Caerphilly 002B,Investigation complete; no suspect identified
474d06dd0cb40d0c0a4b4c0280872e3a959b48ae5ff707c8cf0fa3f6bd823720,2020-05,Gwent Police,Gwent Police,-3.078144,51.545452,On or near Petrol Station,W01001657,Newport 020C,Investigation complete; no suspect identified
f47f0b277002a163310a0167ece939a7a70dbaff5e6c828dcaaeb9b8cf363f36,2020-05,Gwent Police,Gwent Police,-3.028840,51.824965,On or near Petrol Station,W01001557,Monmouthshire 001C,Investigation complete; no suspect identified
52c4fa0dc13b58f3973bb15c82982cc0f0774c24db6bfd838b1081531fccd8f6,2020-05,Gwent Police,Gwent Police,-3.040292,51.702221,On or near COMMERCIAL STREET,W01001524,Torfaen 004D,Investigation complete; no suspect identified
a98fe95c489ea043a6d075800a5d75e32ea7a1012127ff350da5df297a5abfc1,2020-05,Gwent Police,Gwent Police,-3.209389,51.669284,On or near DAVIES STREET,W01001353,Caerphilly 007B,Investigation complete; no suspect identified
639b2fa0f9812c1e470462654449a27d3aaa6595521385bccbf042db2fedc21a,2020-05,Gwent Police,Gwent Police,-2.720404,51.808746,On or near CINDERHILL STREET,W01001576,Monmouthshire 004D,Investigation complete; no suspect identified
ff9206b332b2680538724119c7f0eb9062e666309629ded544755bdcd32e7a45,2020-05,Gwent Police,Gwent Police,-3.018480,51.823032,On or near Parking Area,W01001579,Monmouthshire 001E,Investigation complete; no suspect identified
05235798e5e2f9acbb011cdca85352348cd02a2f80de4bd96dc0423780cc0d10,2020-05,Gwent Police,Gwent Police,-3.045570,51.592144,On or near HAWKS MOOR CLOSE,W01001673,Newport 009D,Investigation complete; no suspect identified
0645410b7f9f1fc74fdae3b88301ed51d6017fed7ac345c75d77b6793bc3a320,2020-05,Gwent Police,Gwent Police,-3.002070,51.840697,On or near HEREFORD ROAD,W01001571,Monmouthshire 001D,Investigation complete; no suspect identified
8553196f3467dbc1f3c0d6b7c9e1435c0ed26b31ac675c6975d61cc32535f6b2,2020-05,Gwent Police,Gwent Police,-2.982934,51.594169,On or near DEAN STREET,W01001676,Newport 007B,Investigation complete; no suspect identified
9373d1efc7df9bfb528513a88454b7a3baa89d2164894c5851bd1e22db18fa26,2020-05,Gwent Police,Gwent Police,-3.004677,51.658320,On or near Supermarket,W01001495,Torfaen 008C,Investigation complete; no suspect identified
b63039655473d9a94b8e525c5c9eb4128e6cd8650e237df9bf1d3b57bc0f3ad1,2020-05,Gwent Police,Gwent Police,-3.002070,51.840697,On or near HEREFORD ROAD,W01001571,Monmouthshire 001D,Investigation complete; no suspect identified
8150cbc18f05f1ea5fc00c5d34c855fe48fe61b2abda67292701ae5c2b0d9b36,2020-05,Gwent Police,Gwent Police,-3.241273,51.566517,On or near DAN YR ARDD,W01001427,Caerphilly 024F,Investigation complete; no suspect identified
5969f484b81e6e5e1b5e919d914506171a8e42dce61690859aa5db1e3e53436c,2020-05,Gwent Police,Gwent Police,-3.181179,51.592629,On or near THOMAS STREET,W01001346,Caerphilly 020D,Investigation complete; no suspect identified
e77be9dd61dc66f4a8664abde7a4f275f2e94c9295152dc1ba7121f26aa250cc,2020-05,Gwent Police,Gwent Police,-3.291345,51.767607,On or near BRYN SEION STREET,W01001429,Caerphilly 001F,Investigation complete; no suspect identified
9825025deab6e3507e68bac8473948a3d29f129e702c4542ba0ed23c55804f46,2020-05,Gwent Police,Gwent Police,-3.095388,51.689240,On or near CEFN-CRIB ROAD,W01001541,Torfaen 004F,Investigation complete; no suspect identified
07e89713932442eb90c2daed4a5649e0209e16e9e1314c147dd276e399a6b54d,2020-05,Gwent Police,Gwent Police,-3.019205,51.563540,On or near Sports/Recreation Area,W01001689,Newport 019D,Investigation complete; no suspect identified
7fec6c1b43e67f51a45b5521fdf70e99fa574583711458154b96d7e06d3d69f0,2020-05,Gwent Police,Gwent Police,-3.040285,51.651419,On or near GREENMEADOW WAY,W01001503,Torfaen 009B,Investigation complete; no suspect identified
377e9fce49c86a4cad6c35b5d136aadb84b1b3f54f7486726af4d3fed58f5b4d,2020-05,Gwent Police,Gwent Police,-3.247074,51.773471,On or near Parking Area,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
2f103c699ea4a45fb894ea2c5013ae33273371ebef86f606354a8f9b98aabae0,2020-05,Gwent Police,Gwent Police,-3.143671,51.664871,On or near Parking Area,W01001383,Caerphilly 010D,Investigation complete; no suspect identified
fc2c0090083ca80de333258d5d3872b6631a59dddbf58e2bb805cea0f9c529d1,2020-05,Gwent Police,Gwent Police,-2.997067,51.587567,On or near Nightclub,W01001687,Newport 014D,Investigation complete; no suspect identified
c3e1bd85e8664049ac7cf681e1dec85267cf03004747b2273192d1e33e37eaa9,2020-05,Gwent Police,Gwent Police,-2.998152,51.579789,On or near Hospital,W01001686,Newport 014C,Investigation complete; no suspect identified
b5fe0a8f5119f1720db0a1636b2697544fadaae8c4356b4e238537074abdf393,2020-05,Gwent Police,Gwent Police,-3.037693,51.636021,On or near TROSTREY,W01001534,Torfaen 012C,Investigation complete; no suspect identified
5303a93060360634e13746ffbe985f90abd1334284fe979417ef095bd69838bc,2020-05,Gwent Police,Gwent Police,-2.973170,51.592605,On or near WOODLAND ROAD,W01001612,Newport 011B,Investigation complete; no suspect identified
aa3cdde851a9126994a9da526449011c927046fbb5587ad784e61676bd0646bb,2020-05,Gwent Police,Gwent Police,-3.078184,51.771258,On or near CAPEL NEWYDD ROAD,W01001490,Torfaen 001D,Investigation complete; no suspect identified
63a4edd3a90c5a9352d0bd4e842a33395772cb558edd3a998f1f1ef4bb026fb7,2020-05,Gwent Police,Gwent Police,-3.046882,51.703107,On or near PRINCE STREET,W01001491,Torfaen 004A,Investigation complete; no suspect identified
f58e7bc92467c367dba8e8baaaaee33eaa4400934318a9a4403ca98f6805b97e,2020-05,Gwent Police,Gwent Police,-3.022040,51.824565,On or near RADSTOCK COURT,W01001557,Monmouthshire 001C,Investigation complete; no suspect identified
9422a887224baf39632c1f3d4802b7c71f356b657e3f723152773bb7dab928a8,2020-05,Gwent Police,Gwent Police,-2.938766,51.595241,On or near TREBERTH ESTATE,W01001663,Newport 008C,Investigation complete; no suspect identified
5223a4bc82b948cbb651c593d15f63596aeca44d27c65444a5b2946f1d298eb4,2020-05,Gwent Police,Gwent Police,-2.992071,51.590828,On or near CLARENCE PLACE,W01001693,Newport 013E,Investigation complete; no suspect identified
740127276941d17b055076525d438d45c1df0215a64e4f1853538eecec9ca901,2020-05,Gwent Police,Gwent Police,-3.133545,51.746307,On or near EAST BANK,W01001454,Blaenau Gwent 008E,Investigation complete; no suspect identified
d219fc44ef3f39691222a0edf2adc7ce380eae36a85f0811b3de04c3b57bbaee,2020-05,Gwent Police,Gwent Police,-2.980142,51.599965,On or near HUBERT ROAD,W01001680,Newport 007E,Investigation complete; no suspect identified
f411bfacb8b39ef5676729808c8a35374d434163c315dc6f19276436de9de570,2020-05,Gwent Police,Gwent Police,-2.985681,51.580353,On or near CANAL TERRACE,W01001661,Newport 018C,Investigation complete; no suspect identified
79e6605cd7fb5efc9eab6bf4018e233810a1df284e81936ee497f5313152ce6c,2020-05,Gwent Police,Gwent Police,-3.206821,51.773846,On or near ALEXANDRA STREET,W01001460,Blaenau Gwent 007E,Investigation complete; no suspect identified
48a9f8470144dbe9f1f7bac3a782e7000f5a4a162159b6ecfebe9eb8225e7657,2020-05,Gwent Police,Gwent Police,-2.967660,51.590754,On or near UPPER TENNYSON ROAD,W01001612,Newport 011B,Investigation complete; no suspect identified
2d159136096cad1c5c40da8a496151377bcd84634ccc4b28071e6d30d2cdc219,2020-05,Gwent Police,Gwent Police,-3.172662,51.791321,On or near LIMESTONE ROAD,W01001467,Blaenau Gwent 005D,Investigation complete; no suspect identified
0727898cf960ea5ecdce0d4ff3af75c083c7f7b02acdfc031adfb1b06951a260,2020-05,Gwent Police,Gwent Police,-3.127362,51.648610,On or near GWYDDON ROAD,W01001328,Caerphilly 014B,Investigation complete; no suspect identified
20ec061f0181df477012d25d24c98a7583bfb2eca2487e42069d100a7d946e17,2020-05,Gwent Police,Gwent Police,-3.139186,51.740803,On or near TY-DAN-Y-WAL ROAD,W01001454,Blaenau Gwent 008E,Investigation complete; no suspect identified
2c0b24c192cec02215c8cf224a9c84d99b94ed45978cc93c9ad54b50b46cac8b,2020-05,Gwent Police,Gwent Police,-3.082866,51.770073,On or near AVON ROAD,W01001487,Torfaen 001A,Investigation complete; no suspect identified
895791f682f0107fd1c81444f0f17f13454a0befc6ada73e2a3a4693ea3bf411,2020-05,Gwent Police,Gwent Police,-3.207284,51.594413,On or near CHERRY TREE CLOSE,W01001340,Caerphilly 020A,Investigation complete; no suspect identified
b3918a618c78e860966778221951ab45c1c8e18a34b1c4a5ad3fb6e087375534,2020-05,Gwent Police,Gwent Police,-3.034026,51.696504,On or near DINGLE ROAD,W01001496,Torfaen 004B,Investigation complete; no suspect identified
1f6368c48271cadc8df59485b91b3995b500f87255cdb6eef8e18992a072942c,2020-05,Gwent Police,Gwent Police,-3.040680,51.714689,On or near PRICE CLOSE,W01001530,Torfaen 003C,Investigation complete; no suspect identified
7db997a1f8ca2e032b9b229d55e8073824aeed3e1d396e8d0cadce9c6d2fa24f,2020-05,Gwent Police,Gwent Police,-3.167889,51.799083,On or near LLWYN Y PWLL CLOSE,W01001446,Blaenau Gwent 002A,Investigation complete; no suspect identified
97aab9373a925e56c7a810742762b12620c7bfca64a65b098f10ab5dbb2c60cf,2020-05,Gwent Police,Gwent Police,-3.016784,51.570107,On or near PARK DRIVE,W01001634,Newport 019B,Investigation complete; no suspect identified
e5937ef2828ddc19c07bf1ecc9989b5bf14ee49c43b3b0bfc7d2028ee57306a9,2020-05,Gwent Police,Gwent Police,-2.810893,51.645018,On or near Park/Open Space,W01001542,Monmouthshire 009A,Investigation complete; no suspect identified
1034c870afd36fcc7d74c2b42069ae5390929a0c438482da2b5b0b9fe7a046c6,2020-05,Gwent Police,Gwent Police,-2.674753,51.642175,On or near BEAUFORT SQUARE,W01001587,Monmouthshire 008C,Investigation complete; no suspect identified
aee35c0208175c4be5310b526f1520276538b1a41ce90d1a59a4ee6d1571ee75,2020-05,Gwent Police,Gwent Police,-3.009083,51.647753,On or near CILGANT CAERNARFON,W01001507,Torfaen 008D,Investigation complete; no suspect identified
65641183af4d892b4dce29373dbd95fcf2742671de05c8ff7538a72599899db3,2020-05,Gwent Police,Gwent Police,-3.021001,51.612763,On or near PEN-Y-BRYN CLOSE,W01001622,Newport 003F,Investigation complete; no suspect identified
169eee091e609d78011d0e1973f510ffa7fab193f31b0b6ba322bed756783e06,2020-05,Gwent Police,Gwent Police,-2.987233,51.576069,On or near CONSTABLES CLOSE,W01001659,Newport 018A,Investigation complete; no suspect identified
890fc56a634613b58b9ae3443d809c5cb1014580e82c2e32de2bdd6d1bd585ce,2020-05,Gwent Police,Gwent Police,-3.010318,51.570010,On or near WINCHESTER CLOSE,W01001633,Newport 019A,Investigation complete; no suspect identified
1406224407d30cb96cc5d0c8180b724686553dfe5600277487a9541d54069c27,2020-05,Gwent Police,Gwent Police,-3.230313,51.667637,On or near PWLL TY ALLT,W01001415,Caerphilly 008B,Investigation complete; no suspect identified
7a8c78b49990c5f96995113d96c60d87fd50ad2241c9a2186cce5dba96a3592f,2020-05,Gwent Police,Gwent Police,-2.978957,51.586461,On or near HALSTEAD STREET,W01001690,Newport 013D,Investigation complete; no suspect identified
10a91b9badeab22ae246d7ace9c553f08ae6a465a03ab7ebee7b2aebd91753b9,2020-05,Gwent Police,Gwent Police,-3.220732,51.689380,On or near WILLIAM STREET,W01001326,Caerphilly 003B,Investigation complete; no suspect identified
e7f20c6a5494d12dbede122ddf52fa44a964f5d5f1a2518d62fb6377afde83c4,2020-05,Gwent Police,Gwent Police,-3.143113,51.669705,On or near GREENFIELD,W01001383,Caerphilly 010D,Investigation complete; no suspect identified
5c4cf51cb7ed3a50c41e4cafb72ce6c5504fd05214fb4fc8c00b6dfd480c783a,2020-05,Gwent Police,Gwent Police,-2.987910,51.591295,On or near Petrol Station,W01001693,Newport 013E,Investigation complete; no suspect identified
adb8c007e9835b015ce1067c92f2e7aff04245ded82ec6afbf40f64819cc0a1f,2020-05,Gwent Police,Gwent Police,-2.998461,51.585325,On or near ST MARYS COURT,W01001685,Newport 014B,Investigation complete; no suspect identified
7c92cbc14b46ec7b811da203b7174622be0d52f6bdce03abd221dffb49fb9fdd,2020-05,Gwent Police,Gwent Police,-3.248731,51.782553,On or near ARNOLD PLACE,W01001472,Blaenau Gwent 003A,Investigation complete; no suspect identified
047b4eedbbbae7df29ba54f4882b17b1936370ec26fdbf122c594e598077752d,2020-05,Gwent Police,Gwent Police,-3.294163,51.646152,On or near LLANFABON ROAD,W01001378,Caerphilly 013B,Investigation complete; no suspect identified
9282bbb0f16d2478f7684bc990544f24518d232544f7afa7e57d075f23674a10,2020-05,Gwent Police,Gwent Police,-3.037690,51.578925,On or near PARK VIEW,W01001671,Newport 016D,Investigation complete; no suspect identified
eb30cafd8b8f2c7d7f7be78cf0f1c658518aae6b36402f17e9bc81ef82b84dac,2020-05,Gwent Police,Gwent Police,-2.723555,51.807144,On or near PORT MAHON CLOSE,W01001576,Monmouthshire 004D,Investigation complete; no suspect identified
2764eb1610fb728035f5f46b03cc8f4251d7259f73c9ca65cd82dba1e3f3933d,2020-05,Gwent Police,Gwent Police,-3.229183,51.758842,On or near PEACEHAVEN,W01001463,Blaenau Gwent 006B,Investigation complete; no suspect identified
ac77fe2e2fb68d4f7d39d9f1c9f1fb9bee8af1dd4c3dd0ab6e6d7ef697df7c4f,2020-05,Gwent Police,Gwent Police,-3.214695,51.577298,On or near Supermarket,W01001422,Caerphilly 022F,Investigation complete; no suspect identified
bb6ed4a5b70a2d4938c2e26ee67da9c79fe2f06f654aa75e9ad6a385bfaf7a40,2020-05,Gwent Police,Gwent Police,-3.225675,51.693491,On or near HEOL YSGOL NEWYDD,W01001326,Caerphilly 003B,Investigation complete; no suspect identified
dc86fed3ef4ffb00289bf120e3191e7de5987066cf821a30aa1ea1b2467dfe84,2020-05,Gwent Police,Gwent Police,-3.180832,51.798792,On or near GEORGE STREET,W01001449,Blaenau Gwent 002D,Investigation complete; no suspect identified
c8f58e3842d727f62cbfac24a04ea31126106981b4ff7f024d9c26e59bd3f27b,2020-05,Gwent Police,Gwent Police,-3.006207,51.609914,On or near MALPAS ROAD,W01001654,Newport 002D,Investigation complete; no suspect identified
6fc6259edfaa9cd21405b016f1279a25e7e6b1c3a0ea3b41656582c08c23a839,2020-05,Gwent Police,Gwent Police,-3.078184,51.771258,On or near CAPEL NEWYDD ROAD,W01001490,Torfaen 001D,Investigation complete; no suspect identified
dafdb380cd90b6f9ae897adaa0b346ac4dd3b4f935417c300d2440ae733acaa3,2020-05,Gwent Police,Gwent Police,-2.973003,51.602362,On or near BADMINTON ROAD,W01001678,Newport 005D,Investigation complete; no suspect identified
86f15c36b7e3e4ba9c367d4313ce5777659b02b0c1f1af1b1610a2ed3fcf221e,2020-05,Gwent Police,Gwent Police,-3.149175,51.741776,On or near ROSE HEYWORTH ROAD,W01001453,Blaenau Gwent 008D,Investigation complete; no suspect identified
39da7c511c932199ca0badb88a72cb20426e89afef28504d240b15b787771cac,2020-05,Gwent Police,Gwent Police,-3.229419,51.710455,On or near HERBERT STREET,W01001385,Caerphilly 002D,Investigation complete; no suspect identified
a828a61dd5b56a3d52e9b89816bd2bb9bf25265c2952bd3643dce6300b2f6aa0,2020-05,Gwent Police,Gwent Police,-2.936214,51.597510,On or near B4237,W01001663,Newport 008C,Investigation complete; no suspect identified
100addb97579550d30c7a6c3b3f10ac4859535bb7affda6f16f5b72ce52ce02a,2020-05,Gwent Police,Gwent Police,-3.197656,51.657005,On or near ST RHIDAN CLOSE,W01001403,Caerphilly 011C,Investigation complete; no suspect identified
6471b6f0380fa670378f1497ab029ccb8736ad61b2b8869575f515c961c0f573,2020-05,Gwent Police,Gwent Police,-3.005638,51.595299,On or near SEDGEMOOR COURT,W01001601,Newport 006A,Investigation complete; no suspect identified
0faecefc192a89497d522cdfeb935d36cde9ac65d63edd47ae0ffde2d6938b2c,2020-05,Gwent Police,Gwent Police,-3.092889,51.611881,On or near FAIRVIEW AVENUE,W01001409,Caerphilly 016C,Investigation complete; no suspect identified
f4c1e34af5ba716450db64dd9a01356771d900fd7390da2a6ff1b1d3fd818141,2020-05,Gwent Police,Gwent Police,-3.051953,51.657187,On or near PERRY COURT,W01001536,Torfaen 009C,Investigation complete; no suspect identified
1c889b82acbd100f3f0f27597e2ab95691ff26c3ce9ba1f3d8840cff4978c149,2020-05,Gwent Police,Gwent Police,-2.981586,51.585899,On or near Pedestrian Subway,W01001690,Newport 013D,Investigation complete; no suspect identified
d159aa7d9d8ac976815a6fe9e60d2504a47b6dee0537f323334a4999c103fd20,2020-05,Gwent Police,Gwent Police,-3.207230,51.577698,On or near GRAHAM COURT,W01001422,Caerphilly 022F,Investigation complete; no suspect identified
f62d336b6c149d04813a5a4ce414b80320598ce8163362c29742d3f2c78f8699,2020-05,Gwent Police,Gwent Police,-3.195756,51.666105,On or near Supermarket,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
e268da80c2fd417482f7b1e02aed9dce5dc801f8f3e6dc00507bc80f5d0be27c,2020-05,Gwent Police,Gwent Police,-2.990721,51.590471,On or near ST VINCENT ROAD,W01001693,Newport 013E,Investigation complete; no suspect identified
