Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
1a2c9314286af5c724d4c7c277f81d0b1dda5a0cd2516baea76e3c07d822fc20,2020-06,Gwent Police,Gwent Police,-3.241722,51.652330,On or near RHONDA CREYR,W01001432,Caerphilly 013D,Investigation complete; no suspect identified
75caae5c6defb9d040fb2af5c418899d9c79283797c9ba3e0fa68d042e9bc2b3,2020-06,Gwent Police,Gwent Police,-3.174959,51.730165,On or near A4046,W01001451,Blaenau Gwent 007B,Investigation complete; no suspect identified
0b4d6785a84693d3e1a78bba8441a184b3f34f0f1c422d86b9850c66bd7f11ce,2020-06,Gwent Police,Gwent Police,-3.250697,51.580273,On or near HOLYHEAD COURT,W01001394,Caerphilly 023B,Investigation complete; no suspect identified
8dea3c39626b6601da0a9c085a56bcfbef5b114ccd59369237e75ab0e873d557,2020-06,Gwent Police,Gwent Police,-2.931801,51.589272,On or near HENDRE FARM DRIVE,W01001666,Newport 010B,Investigation complete; no suspect identified
7cb5966e9647916e5f3086affee666af09b4cd559c85ffc58eefc97eb43f725e,2020-06,Gwent Police,Gwent Police,-3.047172,51.637924,On or near Pedestrian Subway,W01001492,Torfaen 012A,Investigation complete; no suspect identified
c685ec87ac592a56a981efbe7615c655bcb3af06b1f207071571b9d4a0126d88,2020-06,Gwent Police,Gwent Police,-3.200790,51.650301,On or near CHERRY TREE ROAD,W01001405,Caerphilly 011E,Investigation complete; no suspect identified
cc2f2eb9361208365357336ce4b46fcb72df4e846994f0aeed1bc4f57e7802fb,2020-06,Gwent Police,Gwent Police,-3.214695,51.577298,On or near Supermarket,W01001422,Caerphilly 022F,Investigation complete; no suspect identified
2842f8920de4c0f75d12cc26911f0102473fbe2fbe4c0a87315b6b58f0c3097d,2020-06,Gwent Police,Gwent Police,-2.987233,51.576069,On or near CONSTABLES CLOSE,W01001659,Newport 018A,Investigation complete; no suspect identified
7158827a3b9f8874d31b10c5d82e72bc7fc950371894fa54e4295a8b8822079f,2020-06,Gwent Police,Gwent Police,-3.285728,51.759630,On or near Police Station,W01001375,Caerphilly 001B,Investigation complete; no suspect identified
066fc13e69a833e9f505d8f3b9b9dea290f4220521a1139fba7a65027a130c9e,2020-06,Gwent Police,Gwent Police,-3.090906,51.774764,On or near Hospital,W01001489,Torfaen 001C,Investigation complete; no suspect identified
488e7cd980a0e5b7f7065c902ba6cde187d67d9d197d8c6925e4d2440e5cf636,2020-06,Gwent Police,Gwent Police,-3.019098,51.569691,On or near PARK AVENUE,W01001634,Newport 019B,Investigation complete; no suspect identified
850d3f83dbe0895bbdba3a56b17814f3cf53e536772e856c4341b3769d90101c,2020-06,Gwent Police,Gwent Police,-3.028569,51.609576,On or near LEA CLOSE,W01001617,Newport 003A,Investigation complete; no suspect identified
48e372388d51d34cdc14bf312f2633438f8a6f833453238b102b6c5c41bd1b55,2020-06,Gwent Police,Gwent Police,-3.216405,51.784232,On or near Sports/Recreation Area,W01001458,Blaenau Gwent 004E,Investigation complete; no suspect identified
be89ff3975657f560a3bec1413aae39cabf63a188e9e385972360920f2d37e14,2020-06,Gwent Police,Gwent Police,-3.146902,51.710912,On or near Parking Area,W01001465,Blaenau Gwent 009B,Investigation complete; no suspect identified
dc45403632e2e77459bf988bc5e00055965d4346538631697dd4edb8f24f270c,2020-06,Gwent Police,Gwent Police,-3.044719,51.590282,On or near CEFN DRIVE,W01001673,Newport 009D,Investigation complete; no suspect identified
5c8c5a69db218689431670d1520b8827102f2472cc995b992be0b8a46308301b,2020-06,Gwent Police,Gwent Police,-3.165502,51.783534,On or near GWENT TERRACE,W01001468,Blaenau Gwent 005E,Investigation complete; no suspect identified
3df3583dd57bb38e773a2b6204264336a71c41b6572a733f7644de8c8d122eef,2020-06,Gwent Police,Gwent Police,-2.953654,51.602980,On or near CAERLEON ROAD,W01001625,Newport 001C,Investigation complete; no suspect identified
a84d3fce0fb2f46d09b9e6a562c1cd888348acbeb1649075c93805e852235ecf,2020-06,Gwent Police,Gwent Police,-3.075685,51.774670,On or near TY MYNYDD,W01001488,Torfaen 001B,Investigation complete; no suspect identified
661c901c584e5784e7516a1393ad482abd726a751b376a3f2667908686f10bd1,2020-06,Gwent Police,Gwent Police,-2.989109,51.593362,On or near CORELLI STREET,W01001676,Newport 007B,Investigation complete; no suspect identified
678ab39625fd9caa61e9cddbe905876dbc04c6d3622921bde8d1442869bfc638,2020-06,Gwent Police,Gwent Police,-3.096383,51.606463,On or near LYNE ROAD,W01001412,Caerphilly 017B,Investigation complete; no suspect identified
8a8c860ff9a947185547fe33de5584e0aecb40e1234e3d1831ef5cb0b490cb70,2020-06,Gwent Police,Gwent Police,-2.671271,51.640262,On or near Parking Area,W01001587,Monmouthshire 008C,Investigation complete; no suspect identified
e49946ab5733833ebf7f59bbe93e4a1809c54752fd6c895a4e433d81d9780088,2020-06,Gwent Police,Gwent Police,-3.037898,51.586781,On or near Petrol Station,W01001674,Newport 009E,Investigation complete; no suspect identified
677b6780bc52b7e232e607c139a0e825ec4e46aaf611f5ea02635091a8c3d784,2020-06,Gwent Police,Gwent Police,,,No location,,,Investigation complete; no suspect identified
8991b543250f032d3d7c8888a57e18ce3188896d73d519f3815bcfea98758e90,2020-06,Gwent Police,Gwent Police,-3.210467,51.587088,On or near LINDEN GROVE,W01001372,Caerphilly 022B,Investigation complete; no suspect identified
11fded72db44a1b627bf4e2929fb14c9ae2fe961a11abed7db7d9112accef85d,2020-06,Gwent Police,Gwent Police,-2.757365,51.597559,On or near NEDDERN WAY,W01001908,Monmouthshire 010G,Investigation complete; no suspect identified
fd2b0ba1b007415677e381affc902055d83fdff8a25007c025fd1af48797f3b9,2020-06,Gwent Police,Gwent Police,-3.104201,51.612639,On or near GROVE ROAD,W01001411,Caerphilly 017A,Investigation complete; no suspect identified
773d14e6371965b9e6bf6e8cb6ea58de83f9b14d56eb265e456ad522f59dffca,2020-06,Gwent Police,Gwent Police,-3.060035,51.645461,On or near TY CANOL WAY,W01001500,Torfaen 011D,Investigation complete; no suspect identified
a19804c62fb8e29cc5b8e66e4c83e9ae5ccbcaab23b18f5263359a6e2751d004,2020-06,Gwent Police,Gwent Police,-3.135607,51.647110,On or near Pedestrian Subway,W01001327,Caerphilly 014A,Investigation complete; no suspect identified
f71ccf180d18edf3ee645e31addb17a04d2b900436f8ed3aaf921c0c5e50998b,2020-06,Gwent Police,Gwent Police,-2.972118,51.588640,On or near CHEPSTOW ROAD,W01001613,Newport 011C,Investigation complete; no suspect identified
2482c111a2eb783a44d9585578c57050f7c3e02bb49909a18b52eb204a1d2c26,2020-06,Gwent Police,Gwent Police,-2.997412,51.585541,On or near HAVELOCK STREET,W01001687,Newport 014D,Investigation complete; no suspect identified
29571aba47ef37d654f0a506a8b579ef167dc9ec01b74807b0953b4eecbb9c24,2020-06,Gwent Police,Gwent Police,-2.998461,51.585325,On or near ST MARYS COURT,W01001685,Newport 014B,Investigation complete; no suspect identified
8de9bccf79217b994520353108f102b5ee473b70752d62e438ea1f94b84ca5e3,2020-06,Gwent Police,Gwent Police,-3.013555,51.640243,On or near Parking Area,W01001504,Torfaen 013A,Investigation complete; no suspect identified
13cb4cc3eec67a08b6573f29c51aa8c19a9a4a3e3a6ab255bf1b27eb83a4dfc3,2020-06,Gwent Police,Gwent Police,-3.205994,51.665048,On or near MAES Y COED,W01001348,Caerphilly 009A,Investigation complete; no suspect identified
7639efd615c398510e344f44417197c048af043873b8296dc0ce8ea643486537,2020-06,Gwent Police,Gwent Police,-3.130280,51.675233,On or near LIME COURT,W01001381,Caerphilly 010B,Investigation complete; no suspect identified
1db656bcffdc2588db0b657f141a933dfad363e1cc0da934126915c966ac59c1,2020-06,Gwent Police,Gwent Police,-2.991369,51.585089,On or near Parking Area,W01001687,Newport 014D,Investigation complete; no suspect identified
072e8a420127de9382ec548464b006fe45964913bbde135c41a6c8ef92eb50d9,2020-06,Gwent Police,Gwent Police,-3.202002,51.797040,On or near HEOL SILOAM,W01001440,Blaenau Gwent 001A,Investigation complete; no suspect identified
d0dc5c4a0d279c6ce2ed67b525e21fe22b5a73f589027fdbfee5b8d59eff7a77,2020-06,Gwent Police,Gwent Police,-2.962115,51.581106,On or near DOWNING STREET,W01001648,Newport 015G,Investigation complete; no suspect identified
29ca5f7157d3d91568d1ddf97750c930af43208f201a6384bd7cc80f01e4e00e,2020-06,Gwent Police,Gwent Police,-3.011636,51.532521,On or near BEACH ROAD,W01001912,Newport 020E,Investigation complete; no suspect identified
2516fca74f685388ca3f4e209adf4b1fea8aa0500031eec9277502203d9cfb0c,2020-06,Gwent Police,Gwent Police,-3.069252,51.731813,On or near AMBLESIDE,W01001485,Torfaen 002D,Investigation complete; no suspect identified
7b80384bf1289d4c0b0f54dcda3e8fe13bb25ea4b19ec0684319583406be2eaa,2020-06,Gwent Police,Gwent Police,-3.162601,51.679674,On or near PEN-Y-BRYN COURT,W01001357,Caerphilly 006B,Investigation complete; no suspect identified
d9b90d8041847eca96537ba77ca07354ca12254c1a26f2bb8718b66db6079901,2020-06,Gwent Police,Gwent Police,,,No location,,,Investigation complete; no suspect identified
edb1cf25d91ce9ba6c1f2460d814e9a333f22f581d9d9d8325ddd7cf2bd9abb7,2020-06,Gwent Police,Gwent Police,-3.133209,51.727068,On or near LOWER CASTLE STREET,W01001436,Blaenau Gwent 008B,Investigation complete; no suspect identified
836c2d726a3364f7785d9b073fbded151fa88ad66fd7f9eb85c779306fd48187,2020-06,Gwent Police,Gwent Police,-3.211302,51.795578,On or near EBBW VIEW,W01001442,Blaenau Gwent 001C,Investigation complete; no suspect identified
b28d9046a688050dad9e1368f4dd8ab4b9225288415caca85072adbe22c43aff,2020-06,Gwent Police,Gwent Police,-2.935960,51.559144,On or near BROAD STREET COMMON,W01001647,Newport 015F,Investigation complete; no suspect identified
6a66b905486e1d76d3832937930ca71ed25bfb9997cdb6e1b9ff7ab77cd62460,2020-06,Gwent Police,Gwent Police,-3.002070,51.840697,On or near HEREFORD ROAD,W01001571,Monmouthshire 001D,Investigation complete; no suspect identified
f399a13abe05c6c85dce5f99592dae863911f6c623c98446edb7c53887a8ec28,2020-06,Gwent Police,Gwent Police,-3.131481,51.702529,On or near BLAEN-CYFFIN ROAD,W01001465,Blaenau Gwent 009B,Investigation complete; no suspect identified
a9f43978638ddcd1fbf9586d861cc1a1eda27878f95b07d5782a574fc7a19e33,2020-06,Gwent Police,Gwent Police,-3.030252,51.824539,On or near HATHERLEIGH ROAD,W01001557,Monmouthshire 001C,Investigation complete; no suspect identified
9cee7f8d9b82f3bbe7222b3eb8aabfafff284566ea4784750d0ff95f8c2b8bbe,2020-06,Gwent Police,Gwent Police,-3.045576,51.595543,On or near CABAN CLOSE,W01001669,Newport 009A,Investigation complete; no suspect identified
da7cd4950a1cde0ed689a5e91767d34fef64a9558e1f6a24a2644854215baf0a,2020-06,Gwent Police,Gwent Police,-2.987284,51.571069,On or near STEPHENSON STREET,W01001660,Newport 018B,Investigation complete; no suspect identified
da671aa77e4d516fdadad55d4b951671c58a8de7bb6ffc036bb62901ff28a667,2020-06,Gwent Police,Gwent Police,-3.021079,51.557032,On or near Supermarket,W01001689,Newport 019D,Investigation complete; no suspect identified
a60fe86735d5dd35604b67540f4e078a1f63c76f1a676f0030e9d6fbd3330e2c,2020-06,Gwent Police,Gwent Police,-3.021625,51.652095,On or near Supermarket,W01001506,Torfaen 010A,Investigation complete; no suspect identified
d56c45cb1d1b05530b3acb7b1e04f46c7389dcba6e3595130c5e3d45c28d6859,2020-06,Gwent Police,Gwent Police,-2.961025,51.591698,On or near BEECHFIELD AVENUE,W01001608,Newport 008B,Investigation complete; no suspect identified
ba02bab675760525b3723bb414bc1da3ab7c980ee9a047f07f985d99afe79a30,2020-06,Gwent Police,Gwent Police,-3.014180,51.607400,On or near BETTWS LANE,W01001618,Newport 003B,Investigation complete; no suspect identified
e78b5d5f19becb26df1de5383bccb08f3103c7b392ecf47a325c8beaace68012,2020-06,Gwent Police,Gwent Police,-3.164357,51.765544,On or near PARSONS ROW,W01001443,Blaenau Gwent 005A,Investigation complete; no suspect identified
95aadf2b9657a1d845fbfa173a3e8df5e7799b26951c4f6154298e1f10b9d553,2020-06,Gwent Police,Gwent Police,-3.020026,51.579574,On or near HIGHFIELD ROAD,W01001631,Newport 017C,Investigation complete; no suspect identified
5c53647bb242d9f3531ecb07ceb5e1c039fc4cf2bfdd030a56a3a29dad5b9857,2020-06,Gwent Police,Gwent Police,-2.984468,51.591036,On or near SANDAL WOOD COURT,W01001692,Newport 011E,Investigation complete; no suspect identified
bfc4a32ad0619c838ce889810605631e86c2b3efb278bd3d318a1566b41012c0,2020-06,Gwent Police,Gwent Police,-3.218595,51.795547,On or near A4046,W01001438,Blaenau Gwent 004A,Investigation complete; no suspect identified
d811e12dd3c713479174cb3f30c3f0df2f71db266d622cfb3c5a9dbee15f8b5e,2020-06,Gwent Police,Gwent Police,-2.715851,51.812496,On or near CASTLE HILL,W01001554,Monmouthshire 004C,Investigation complete; no suspect identified
355c1ad3acef9c1629caba067aa9d2fb6be184e80e442899e7bae26b8ebbe5bc,2020-06,Gwent Police,Gwent Police,-3.291210,51.648010,On or near CWM EITHIN,W01001379,Caerphilly 013C,Investigation complete; no suspect identified
2b70af6f92436f272815763bdfef73a22ba753e732d5f386d0ca9105ec57d63d,2020-06,Gwent Police,Gwent Police,-2.972161,51.589287,On or near BATCHELOR ROAD,W01001612,Newport 011B,Investigation complete; no suspect identified
b726a9f657848163621328ca8e967e604d294f9e9d14dfd6108443ba67c77b75,2020-06,Gwent Police,Gwent Police,-3.006946,51.585226,On or near LLANTHEWY ROAD,W01001605,Newport 014A,Investigation complete; no suspect identified
7be1a11f6f1b777593fd862226ee2f553745cb5023e03b26d266161a4b323a61,2020-06,Gwent Police,Gwent Police,-2.992140,51.586683,On or near KINGSWAY,W01001687,Newport 014D,Investigation complete; no suspect identified
a5b53b95a1e480bb5589a6f380251fa66a9963776fb6816a232012b23f14ff55,2020-06,Gwent Police,Gwent Police,-3.287567,51.656170,On or near LLANCAIACH COURT,W01001379,Caerphilly 013C,Investigation complete; no suspect identified
71ebc88f8e7800fadb3fbf4050944b04a588918876ba0638657e3f1f73059b3f,2020-06,Gwent Police,Gwent Police,-3.335156,51.767171,On or near Supermarket,W01001295,Merthyr Tydfil 002A,Investigation complete; no suspect identified
1763c105e4f4968e24adc8a9849f023f3e144737d2e1145077a8de15b526b2e9,2020-06,Gwent Police,Gwent Police,-3.248973,51.779232,On or near DEIGHTON CLOSE,W01001480,Blaenau Gwent 003E,Investigation complete; no suspect identified
098b380fbba21ff0940bd4e0d33238ca15bd938270f3373586abd93617f1f2c4,2020-06,Gwent Police,Gwent Police,-3.048043,51.716377,On or near ORCHARD CLOSE,W01001530,Torfaen 003C,Investigation complete; no suspect identified
fec179412ccb0b2f88e9609d84095f145ea34a8514289f3ad9f075b4a02cda0d,2020-06,Gwent Police,Gwent Police,-2.976281,51.660232,On or near TRE-HERBERT ROAD,W01001565,Monmouthshire 006D,Investigation complete; no suspect identified
0ec7c3f7ec666a6aef109df4dca70f83b9e17d1c56f191002e81b65ccf91eee7,2020-06,Gwent Police,Gwent Police,-2.702479,51.806130,On or near WYESHAM AVENUE,W01001599,Monmouthshire 004F,Investigation complete; no suspect identified
a2964fd2af55e93e63daf44561a4dd5551fa8827de68cbc5c36a867c55ba9a38,2020-06,Gwent Police,Gwent Police,-2.961025,51.591698,On or near BEECHFIELD AVENUE,W01001608,Newport 008B,Investigation complete; no suspect identified
e41a3ee7c31141c6fe1a28c941b67b35dd00d0701f932d8a2fc121895025e6b9,2020-06,Gwent Police,Gwent Police,-3.006013,51.619411,On or near ROBERTSON WAY,W01001651,Newport 002A,Investigation complete; no suspect identified
c385025f769768e4f3d329ea4b1f839d8301d771de65769075f2cc97f9dcab8f,2020-06,Gwent Police,Gwent Police,-3.157591,51.484117,On or near IRON STREET,W01001694,Cardiff 036A,Investigation complete; no suspect identified
c45aa5eb2d46e1e1b2c4116e27c35de5151b1a2f33f67d5574a1b37d48061fbc,2020-06,Gwent Police,Gwent Police,-2.997597,51.610428,On or near THE FIRS,W01001655,Newport 002E,Investigation complete; no suspect identified
a30ab10d8f2a4aa949ca6a8734f6d06f9a38ef5c1dba46e8c9e75f702b4add06,2020-06,Gwent Police,Gwent Police,-3.022169,51.577316,On or near GAER PARK DRIVE,W01001631,Newport 017C,Investigation complete; no suspect identified
b365b4b8ed58b10a9e55091381aea88d16eef09749ad3bf134512a11e321eb63,2020-06,Gwent Police,Gwent Police,-3.027713,51.610663,On or near LAMBOURNE WAY,W01001617,Newport 003A,Investigation complete; no suspect identified
26dce237b3ca848b9c3d700319206e21a2b418c7e5d7988eddc789769d4a1d62,2020-06,Gwent Police,Gwent Police,-3.093158,51.830705,On or near CAE MELDON,W01001563,Monmouthshire 003C,Investigation complete; no suspect identified
8ae1d5e1283c7d00a6c20a6325017fe5c418d4880841b2852acd678e0e86d488,2020-06,Gwent Police,Gwent Police,-3.192247,51.645325,On or near HEOLDDU ROAD,W01001405,Caerphilly 011E,Investigation complete; no suspect identified
710df85e931ca896eaa645757034fa52212ab0e38948b189132aa5358f0a6338,2020-06,Gwent Police,Gwent Police,-3.138413,51.663340,On or near PANT ROAD,W01001383,Caerphilly 010D,Investigation complete; no suspect identified
76870578da508639a7336ea75c680b3aca8a0ccab03d7073eb03915e25fdae94,2020-06,Gwent Police,Gwent Police,-3.009657,51.583179,On or near RISCA ROAD,W01001629,Newport 017A,Investigation complete; no suspect identified
250b95a2b0f68f1a4c5b5891f4d865e4d4d3a22272d24b78a9599f85b2aa6870,2020-06,Gwent Police,Gwent Police,-3.158543,51.766546,On or near HEOL ARTHUR FEAR,W01001443,Blaenau Gwent 005A,Investigation complete; no suspect identified
b5f494082244dc206d74ad734bd054865031858c5d2f322f5326aa4e02871478,2020-06,Gwent Police,Gwent Police,-3.214638,51.786444,On or near Supermarket,W01001458,Blaenau Gwent 004E,Investigation complete; no suspect identified
ef2b20069f48437ef79b6894ea48e8ef6e2e1877b6d745e4f46058d8fb867069,2020-06,Gwent Police,Gwent Police,-2.999017,51.590257,On or near MILL STREET,W01001603,Newport 012C,Investigation complete; no suspect identified
78ed3f1ccdd92f1c2b072fde009fb25e5f09a75aae0b5a191da9ae4dabcf3589,2020-06,Gwent Police,Gwent Police,-3.000644,51.583490,On or near ST WOOLOS PLACE,W01001687,Newport 014D,Investigation complete; no suspect identified
864f71f2882c82a971ff87192416ea917ff042492ba9d47ad9f5f7dac31618d8,2020-06,Gwent Police,Gwent Police,-2.980579,51.740067,On or near CAPEL ED LANE,W01001556,Monmouthshire 006B,Investigation complete; no suspect identified
40b41e1cbfb035f9f36a6f746287a580270c6f1a1ff90840b48359dcb1f551c7,2020-06,Gwent Police,Gwent Police,-3.037094,51.694634,On or near LON Y BRYN,W01001496,Torfaen 004B,Investigation complete; no suspect identified
5c094183ea8dd84cac8f31d39eeb53ea62cb27bd485e4e786a2b1ec9e45b9b64,2020-06,Gwent Police,Gwent Police,-3.014976,51.569268,On or near OLD CARDIFF ROAD,W01001634,Newport 019B,Investigation complete; no suspect identified
5311819f72737d5509eb5b4e6eb0df4d2fa18e0d9c04036e608b9f4a7435645e,2020-06,Gwent Police,Gwent Police,-3.001125,51.648711,On or near TWM BARLWM VIEW,W01001507,Torfaen 008D,Investigation complete; no suspect identified
300b4adcd26e0107333107bffb67181e974f43ad2d420ec121dcb30669a35258,2020-06,Gwent Police,Gwent Police,-3.018630,51.662291,On or near BLAEN BRAN CLOSE,W01001520,Torfaen 007B,Investigation complete; no suspect identified
a37f880894f8ea33aa5246ef8a16f36fde09e2e785d882a144fe26f0490f24e3,2020-06,Gwent Police,Gwent Police,-3.057173,51.716214,On or near HEOL RHYDD-DAL,W01001531,Torfaen 003D,Investigation complete; no suspect identified
761c1696e3287b654798f8bb4ece761cdfc3a2f741c1776533a5f5b80d667939,2020-06,Gwent Police,Gwent Police,-3.246985,51.773913,On or near Parking Area,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
32c99d3af588eba14d0e24c0af4f4c73168e193ba100e12e009f1d3140eb2919,2020-06,Gwent Police,Gwent Police,-2.993181,51.584138,On or near Shopping Area,W01001687,Newport 014D,Investigation complete; no suspect identified
a3727f9e390ff4fbe394731e4f97550fb4fc6276508ca007bfefeec0c5b597e4,2020-06,Gwent Police,Gwent Police,-2.935449,51.589082,On or near TALLIS CLOSE,W01001666,Newport 010B,Investigation complete; no suspect identified
f09ec83d4364ce9695eae69714615495f1358b952ee7e212a0ecbc123b4967eb,2020-06,Gwent Police,Gwent Police,-2.888044,51.611947,On or near TREGARN COURT,W01001641,Newport 004C,Investigation complete; no suspect identified
7c1958ce9de66c48d135cf474bf21dbe54c688d19f72c81550f1b25bcc96f356,2020-06,Gwent Police,Gwent Police,-3.195847,51.665160,On or near Bus/Coach Station,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
28c7c4c98dfea635db41619832c1e2111a0408f05bafcc38d6716ca1c1901000,2020-06,Gwent Police,Gwent Police,-2.967660,51.590754,On or near UPPER TENNYSON ROAD,W01001612,Newport 011B,Investigation complete; no suspect identified
d4fe77ef5393003f4659a211999f260237a3391cd208c9721c4314f2af84567a,2020-06,Gwent Police,Gwent Police,-2.926311,51.594738,On or near GOOSSENS CLOSE,W01001667,Newport 010C,Investigation complete; no suspect identified
ece0d3b8d9620e91597f9bc8594160511786eb001985386e4b4fadb47360353c,2020-06,Gwent Police,Gwent Police,-3.003354,51.663232,On or near LLANTHEWY CLOSE,W01001494,Torfaen 008B,Investigation complete; no suspect identified
ea3d58f99f4595e8bac0e9716dd98ce724948c114b1db60326cb15031f327c3f,2020-06,Gwent Police,Gwent Police,-3.062048,51.531770,On or near WOODFIELD CLOSE,W01001658,Newport 020D,Investigation complete; no suspect identified
6d384b33204e85116917d6babbd34343111b02667d7e0e18bf31fbce62a4357e,2020-06,Gwent Police,Gwent Police,-3.288167,51.765403,On or near KINGS AVENUE,W01001429,Caerphilly 001F,Investigation complete; no suspect identified
bfb8ae96a674d851a502bb3dc4df101118e0e053036463c2eeaad337d078a36c,2020-06,Gwent Police,Gwent Police,-3.253499,51.769428,On or near ATTLEE CLOSE,W01001479,Blaenau Gwent 006D,Investigation complete; no suspect identified
7ee8b24bb7a17e2cefa250b764e311aab7da29ac0e3cf7a8500eee6839d28d84,2020-06,Gwent Police,Gwent Police,-3.282139,51.651320,On or near Supermarket,W01001377,Caerphilly 013A,Investigation complete; no suspect identified
539889edc6dcc15e0642995ba993e343863ea47286ee663818a04351835e9874,2020-06,Gwent Police,Gwent Police,-3.014976,51.569268,On or near OLD CARDIFF ROAD,W01001634,Newport 019B,Investigation complete; no suspect identified
20a622d73e2a8ce630bbbab2f55323f8b2b9bf1b96d2f74c5b51a28490237e5e,2020-06,Gwent Police,Gwent Police,-3.181249,51.653133,On or near BROOK LANE,W01001401,Caerphilly 011A,Investigation complete; no suspect identified
f00dc27d8683005b788a5abe2b98d5c610c2db5d36e0fd7fd387f9a497cbb494,2020-06,Gwent Police,Gwent Police,-3.208587,51.577684,On or near BUXTON COURT,W01001422,Caerphilly 022F,Investigation complete; no suspect identified
726b290e8752f3095612a6c418d404150f18743744cfb87edeb81445c5bb7612,2020-06,Gwent Police,Gwent Police,-3.006801,51.584544,On or near SPENCER ROAD,W01001605,Newport 014A,Investigation complete; no suspect identified
17ee8ed77e01a590b44e3a222f91dd2183c9c7edd637e47846525551af071d17,2020-06,Gwent Police,Gwent Police,-3.000738,51.587806,On or near Pedestrian Subway,W01001685,Newport 014B,Investigation complete; no suspect identified
5a86cbd8efcab34af9ec07211b6d4749956afdbca282a9f194b89490110beab7,2020-06,Gwent Police,Gwent Police,-2.991212,51.579218,On or near FRANCIS STREET,W01001662,Newport 018D,Investigation complete; no suspect identified
2b46ca5a7f362e27c0d78ee8ebe025ef302f99217986e44ef016790b93c759d1,2020-06,Gwent Police,Gwent Police,-2.939432,51.596729,On or near GEORGE LANSBURY DRIVE,W01001663,Newport 008C,Investigation complete; no suspect identified
33b7baffd39b0b7e229a6ffe9a569fe27ba5cc291ba263a0e6db9b067cdbe2be,2020-06,Gwent Police,Gwent Police,-3.275832,51.785346,On or near SILOAM CLOSE,W01001474,Blaenau Gwent 003C,Investigation complete; no suspect identified
c220108a3ea0fb7bffff80455044fef0785636fc48c1a188cfb1e52576accff0,2020-06,Gwent Police,Gwent Police,-2.916243,51.605166,On or near PRIORY WAY,W01001639,Newport 004A,Investigation complete; no suspect identified
21d01d4ead1cafe357429aba2fddc2f57cf7c94491d3c527786ba07b97b286dd,2020-06,Gwent Police,Gwent Police,-3.230838,51.695020,On or near BRIDGE STREET,W01001336,Caerphilly 004A,Investigation complete; no suspect identified
d39277ba71f4804244547e011fce69fda634ba86efa24c5ac1df3087698eb7ef,2020-06,Gwent Police,Gwent Police,-3.010845,51.580768,On or near STOW PARK GARDENS,W01001629,Newport 017A,Investigation complete; no suspect identified
7a3da2a5f27d397b09513012bb967c79ab0baed5d28499fb4b99fc748e70fa86,2020-06,Gwent Police,Gwent Police,-2.954225,51.571675,On or near NASH ROAD,W01001647,Newport 015F,Investigation complete; no suspect identified
b619671c49eadde2b9253cc80a888162c70c58e8f2b11c5d380b91d59cb3ca79,2020-06,Gwent Police,Gwent Police,-2.677088,51.641775,On or near DELL VIEW,W01001587,Monmouthshire 008C,Investigation complete; no suspect identified
11bb83d011b179a3ee90d4879560d0b2d2a8e937fc89214eb66530c23d854e55,2020-06,Gwent Police,Gwent Police,-2.983938,51.588514,On or near ETON ROAD,W01001693,Newport 013E,Investigation complete; no suspect identified
a05591c5646c4512f33c0f7da49419d7512c8744360484baeadc5170bcc54299,2020-06,Gwent Police,Gwent Police,-3.051913,51.697262,On or near CRUMLIN ROAD,W01001541,Torfaen 004F,Investigation complete; no suspect identified
38861349714a20f8c3d44c120692b3fc541e7c99fead83d9b91131ab41931bea,2020-06,Gwent Police,Gwent Police,-3.011091,51.615897,On or near SIMPSON CLOSE,W01001652,Newport 002B,Unable to prosecute suspect
26d79d8a49f5b1f1b1aa14ff264b3a86db384288065212a7c1e8783db67dc766,2020-06,Gwent Police,Gwent Police,-2.987886,51.575551,On or near Parking Area,W01001659,Newport 018A,Unable to prosecute suspect
2a41706c9ce817b5b2c5b4ffc4aad507af17553fa19518a5fda79c1c9a4ae96f,2020-06,Gwent Police,Gwent Police,-3.042019,51.645739,On or near WINDSOR ROAD,W01001498,Torfaen 011B,Unable to prosecute suspect
f2f2952bb1a0e36f0e324460e44351b18804675a67fda68b1e5a6e8f384b742f,2020-06,Gwent Police,Gwent Police,-2.998367,51.578411,On or near CARDIFF ROAD,W01001686,Newport 014C,Unable to prosecute suspect
7bd64fea44a40200d6b93abfb9db8d06f4e8428db2f1df77f99853ad9b419882,2020-06,Gwent Police,Gwent Police,-3.034799,51.826036,On or near BRECON ROAD,W01001557,Monmouthshire 001C,Unable to prosecute suspect
0d741de8d2e376daa971e1b233dd1ae412778079aac4c7a358ab0bf4c12965db,2020-06,Gwent Police,Gwent Police,-3.017613,51.823839,On or near PRIORY LANE,W01001579,Monmouthshire 001E,Unable to prosecute suspect
4cca22597f8e4c2a609ee434b7a9ee69ef93c5ceea9fb3a890ff9024873a3fb4,2020-06,Gwent Police,Gwent Police,-2.812939,51.799601,On or near WASTE ROAD,W01001575,Monmouthshire 005D,Unable to prosecute suspect
8d2c90a49317aa874705dcd5e21a293444bcb67d24a400f00ff2c583c6e6e56d,2020-06,Gwent Police,Gwent Police,-3.131474,51.636692,On or near Pedestrian Subway,W01001329,Caerphilly 014C,Unable to prosecute suspect
