Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2020-03-01T13:03:00+00:00,,,53.789769,-1.043503,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2020-03-01T17:03:00+00:00,,,53.960237,-1.076459,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
Person search,2020-03-01T17:03:00+00:00,,,53.960237,-1.076459,Female,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2020-03-01T17:03:00+00:00,,,53.960237,-1.076459,Female,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2020-03-01T17:03:00+00:00,,,53.854926,-1.341681,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),,Arrest,True,
Person search,2020-03-01T17:03:00+00:00,,,53.854926,-1.341681,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2020-03-01T17:03:00+00:00,,,53.886285,-1.253966,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2020-03-01T18:03:00+00:00,,,53.944280,-1.077223,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person and Vehicle search,2020-03-01T18:03:00+00:00,,,53.953873,-1.074146,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),,Khat or Cannabis warning,False,
Person search,2020-03-01T22:03:00+00:00,,,53.959893,-1.084422,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2020-03-01T22:03:00+00:00,,,53.957786,-1.082777,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2020-03-02T03:03:00+00:00,,,53.957941,-2.012461,Male,18-24,,Asian,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person and Vehicle search,2020-03-02T03:03:00+00:00,,,53.957941,-2.012461,Male,18-24,,Asian,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2020-03-02T13:03:00+00:00,,,53.966638,-1.082552,Male,over 34,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2020-03-02T15:03:00+00:00,,,53.784792,-1.066671,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2020-03-02T15:03:00+00:00,,,53.784792,-1.066671,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),,Khat or Cannabis warning,True,
Person search,2020-03-02T15:03:00+00:00,,,53.784792,-1.066671,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2020-03-02T20:03:00+00:00,,,,,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2020-03-02T20:03:00+00:00,,,,,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person search,2020-03-03T12:03:00+00:00,,,53.976575,-1.082059,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),,Khat or Cannabis warning,True,
Person search,2020-03-03T12:03:00+00:00,,,53.957905,-2.018313,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2020-03-03T13:03:00+00:00,,,54.281113,-0.399031,Female,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2020-03-03T14:03:00+00:00,,,53.954617,-1.076126,Female,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2020-03-04T01:03:04+00:00,,,53.914875,-2.343436,Male,over 34,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2020-03-04T15:03:00+00:00,,,53.954384,-1.076283,Male,over 34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person and Vehicle search,2020-03-04T19:03:16+00:00,,,53.969971,-1.528809,Male,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2020-03-04T20:03:00+00:00,,,53.995695,-1.538343,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2020-03-05T01:03:00+00:00,,,54.282727,-0.410290,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2020-03-05T11:03:00+00:00,,,54.273586,-0.428104,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2020-03-05T12:03:00+00:00,,,54.239701,-0.399515,Female,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person and Vehicle search,2020-03-05T14:03:00+00:00,,,53.987480,-1.045445,Female,25-34,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person and Vehicle search,2020-03-05T14:03:00+00:00,,,53.987480,-1.045445,Female,25-34,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,False,
Person search,2020-03-05T15:03:00+00:00,,,54.003431,-1.530736,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2020-03-05T18:03:00+00:00,,,54.126770,-0.821661,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2020-03-05T18:03:00+00:00,,,53.802819,-1.037785,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2020-03-05T22:03:00+00:00,,,53.997343,-1.529919,Female,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,True,
Person and Vehicle search,2020-03-05T22:03:00+00:00,,,53.999717,-1.514530,Male,over 34,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,False,
Person and Vehicle search,2020-03-06T02:03:00+00:00,,,53.958106,-1.005439,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),,,False,
Person search,2020-03-06T02:03:00+00:00,,,53.958796,-1.086732,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),,Khat or Cannabis warning,True,
